Uniprot	InterPro	Domain	Database.ID	Start	End
Q99YF3	IPR001310	Histidine triad (HIT) protein	PR00332	93	103
Q99YF3	IPR011146	HIT-like domain	PS51084	5	113
Q99YF3	IPR036265	HIT-like superfamily	G3DSA:3.30.428.10	1	139
Q99YF3	IPR036265	HIT-like superfamily	SSF54197	2	130
Q99YF3	IPR039384	HINT family	cd01277	3	105
Q99YF4	IPR003439	ABC transporter-like	PF00005	17	160
Q99YF4	IPR003439	ABC transporter-like	PS50893	2	232
Q99YF4	IPR003593	AAA+ ATPase domain	SM00382	26	211
Q99YF4	IPR017871	ABC transporter, conserved site	PS00211	133	147
Q99YF4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	2	224
Q99YF5	IPR010288	Bacterial ABC transporter EcsB	PF05975	3	150
Q99YF5	IPR010288	Bacterial ABC transporter EcsB	PF05975	158	330
Q99YF5	IPR010288	Bacterial ABC transporter EcsB	PIRSF037259	1	160
Q99YF5	IPR010288	Bacterial ABC transporter EcsB	PIRSF037259	152	344
Q99YF6	IPR002575	Aminoglycoside phosphotransferase	PF01636	40	212
Q99YF6	IPR011009	Protein kinase-like domain superfamily	SSF56112	14	222
Q99YF8	IPR004087	K Homology domain	SM00322	229	306
Q99YF8	IPR004087	K Homology domain	SM00322	315	380
Q99YF8	IPR009019	K homology domain superfamily, prokaryotic type	SSF54814	199	271
Q99YF8	IPR009019	K homology domain superfamily, prokaryotic type	SSF54814	292	357
Q99YF8	IPR010213	Transcription termination factor NusA	TIGR01953	4	356
Q99YF8	IPR012340	Nucleic acid-binding, OB-fold	SSF50249	131	198
Q99YF8	IPR013735	Transcription factor NusA, N-terminal	PF08529	4	124
Q99YF8	IPR015946	K homology domain-like, alpha/beta	G3DSA:3.30.300.20	198	274
Q99YF8	IPR015946	K homology domain-like, alpha/beta	G3DSA:3.30.300.20	291	385
Q99YF8	IPR025249	KH domain, NusA-like	PF13184	229	311
Q99YF8	IPR030842	Transcription termination/antitermination protein NusA, bacterial	MF_00945_B	2	384
Q99YF8	IPR030842	Transcription termination/antitermination protein NusA, bacterial	PTHR22648	1	378
Q99YF8	IPR036555	NusA, N-terminal domain superfamily	G3DSA:3.30.1480.10	1	123
Q99YF8	IPR036555	NusA, N-terminal domain superfamily	SSF69705	1	125
Q99YF9	IPR007393	Domain of unknown function DUF448	PF04296	10	82
Q99YF9	IPR035931	YlxR-like superfamily	G3DSA:3.30.1230.10	1	98
Q99YF9	IPR035931	YlxR-like superfamily	SSF64376	5	95
Q99YF9	IPR037465	Uncharacterized protein YlxR	PTHR34215	1	93
Q99YF9	IPR037465	Uncharacterized protein YlxR	cd00279	8	86
Q99YG0	IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45	PF01248	7	95
Q99YG0	IPR029064	50S ribosomal protein L30e-like	G3DSA:3.30.1330.30	3	100
Q99YG0	IPR029064	50S ribosomal protein L30e-like	SSF55315	6	99
Q99YG0	IPR039107	Ribosomal protein YlxQ	PTHR11449:SF17	6	100
Q99YG0	IPR039109	Ribosomal protein L30/YlxQ	PTHR11449	6	100
Q99YG1	IPR000178	Translation initiation factor aIF-2, bacterial-like	MF_00100_B	3	952
Q99YG1	IPR000178	Translation initiation factor aIF-2, bacterial-like	PS01176	905	927
Q99YG1	IPR000178	Translation initiation factor aIF-2, bacterial-like	TIGR00487	367	951
Q99YG1	IPR000795	Transcription factor, GTP-binding domain	PF00009	458	615
Q99YG1	IPR000795	Transcription factor, GTP-binding domain	PS51722	454	623
Q99YG1	IPR005225	Small GTP-binding protein domain	TIGR00231	457	613
Q99YG1	IPR006847	Translation initiation factor IF-2, N-terminal	PF04760	1	50
Q99YG1	IPR006847	Translation initiation factor IF-2, N-terminal	PF04760	374	425
Q99YG1	IPR009000	Translation protein, beta-barrel domain superfamily	SSF50447	629	708
Q99YG1	IPR009000	Translation protein, beta-barrel domain superfamily	SSF50447	855	951
Q99YG1	IPR015760	Translation initiation factor IF- 2	PTHR43381	222	949
Q99YG1	IPR023115	Translation initiation factor IF- 2, domain 3	PF11987	739	844
Q99YG1	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	438	627
Q99YG1	IPR036925	Translation initiation factor IF-2, domain 3 superfamily	G3DSA:3.40.50.10050	749	855
Q99YG1	IPR036925	Translation initiation factor IF-2, domain 3 superfamily	SSF52156	731	861
Q99YG3	IPR013094	Alpha/beta hydrolase fold-3	PF07859	107	305
Q99YG3	IPR029058	Alpha/Beta hydrolase fold	G3DSA:3.40.50.1820	36	327
Q99YG3	IPR029058	Alpha/Beta hydrolase fold	SSF53474	93	326
Q99YG4	IPR005650	BlaI transcriptional regulatory family	PF03965	4	117
Q99YG4	IPR005650	BlaI transcriptional regulatory family	PIRSF019455	1	129
Q99YG4	IPR005650	BlaI transcriptional regulatory family	PTHR34134	2	123
Q99YG4	IPR014071	Copper transport repressor CopY/TcrY	TIGR02698	3	132
Q99YG4	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	78
Q99YG4	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	1	121
Q99YG5	IPR001757	P-type ATPase	TIGR01494	192	697
Q99YG5	IPR006121	Heavy metal-associated domain, HMA	PF00403	1	55
Q99YG5	IPR006121	Heavy metal-associated domain, HMA	PS50846	1	59
Q99YG5	IPR006121	Heavy metal-associated domain, HMA	cd00371	1	57
Q99YG5	IPR008250	P-type ATPase, A domain superfamily	SSF81653	225	320
Q99YG5	IPR018303	P-type ATPase, phosphorylation site	PS00154	423	429
Q99YG5	IPR023214	HAD superfamily	G3DSA:3.40.50.1000	402	671
Q99YG5	IPR023298	P-type ATPase, transmembrane domain superfamily	SSF81665	188	718
Q99YG5	IPR023299	P-type ATPase, cytoplasmic domain N	G3DSA:3.40.1110.10	432	551
Q99YG5	IPR027256	P-type ATPase, subfamily IB	TIGR01525	152	728
Q99YG5	IPR036163	Heavy metal-associated domain superfamily	SSF55008	1	62
Q99YG5	IPR036412	HAD-like superfamily	SSF56784	419	726
Q99YG6	IPR006121	Heavy metal-associated domain, HMA	PF00403	5	61
Q99YG6	IPR006121	Heavy metal-associated domain, HMA	PS50846	2	65
Q99YG6	IPR006121	Heavy metal-associated domain, HMA	cd00371	5	62
Q99YG6	IPR017969	Heavy-metal-associated, conserved site	PS01047	7	36
Q99YG6	IPR036163	Heavy metal-associated domain superfamily	SSF55008	1	66
Q99YG7	IPR001034	DeoR-type HTH domain	PF08220	6	60
Q99YG7	IPR001034	DeoR-type HTH domain	PR00037	24	38
Q99YG7	IPR001034	DeoR-type HTH domain	PR00037	38	56
Q99YG7	IPR001034	DeoR-type HTH domain	PS51000	3	58
Q99YG7	IPR001034	DeoR-type HTH domain	SM00420	6	58
Q99YG7	IPR014036	DeoR C-terminal sensor domain	PF00455	76	232
Q99YG7	IPR018356	Transcription regulator, HTH DeoR-type, conserved site	PS00894	6	40
Q99YG7	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	57
Q99YG7	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	5	62
Q99YG7	IPR037171	NagB/RpiA transferase-like	SSF100950	76	234
Q99YG8	IPR002178	PTS EIIA type-2 domain	PF00359	8	148
Q99YG8	IPR002178	PTS EIIA type-2 domain	PS51094	1	151
Q99YG8	IPR016152	Phosphotransferase/anion transporter	G3DSA:3.40.930.10	4	151
Q99YG8	IPR016152	Phosphotransferase/anion transporter	SSF55804	6	144
Q99YG9	IPR003501	Phosphotransferase system, EIIB component, type 2/3	PF02302	3	59
Q99YG9	IPR036095	PTS system IIB component-like superfamily	SSF52794	1	98
Q99YH0	IPR004703	Phosphotransferase system, sugar-specific permease component	PF03611	22	409
Q99YH0	IPR013014	Phosphotransferase system, EIIC component, type 2	PS51104	12	465
Q99YH0	IPR013853	Galactitol permease IIC component	PIRSF006304	5	481
Q99YH0	IPR013853	Galactitol permease IIC component	PTHR37324	6	474
Q99YH1	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PF02502	3	137
Q99YH1	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PIRSF005384	1	141
Q99YH1	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PTHR30345	1	141
Q99YH1	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	TIGR00689	3	139
Q99YH1	IPR004783	Galactose-6-phosphate isomerase subunit LacA	MF_01555	1	141
Q99YH1	IPR004783	Galactose-6-phosphate isomerase subunit LacA	TIGR01118	1	140
Q99YH1	IPR036569	Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily	G3DSA:3.40.1400.10	1	141
Q99YH1	IPR036569	Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily	SSF89623	1	140
Q99YH2	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PF02502	3	141
Q99YH2	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PIRSF005384	1	148
Q99YH2	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	PTHR30345	1	130
Q99YH2	IPR003500	Sugar-phosphate isomerase, RpiB/LacA/LacB family	TIGR00689	3	145
Q99YH2	IPR004784	Galactose-6-phosphate isomerase subunit LacB	MF_01556	1	171
Q99YH2	IPR004784	Galactose-6-phosphate isomerase subunit LacB	TIGR01119	1	171
Q99YH2	IPR036569	Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily	G3DSA:3.40.1400.10	1	171
Q99YH2	IPR036569	Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily	SSF89623	1	152
Q99YH4	IPR005115	Uncharacterised domain UPF0126	PF03458	4	77
Q99YH4	IPR005115	Uncharacterised domain UPF0126	PF03458	92	161
Q99YH5	IPR000150	Cof family	TIGR00099	4	264
Q99YH5	IPR006379	HAD-superfamily hydrolase, subfamily IIB	TIGR01484	4	237
Q99YH5	IPR023214	HAD superfamily	G3DSA:3.40.50.1000	4	264
Q99YH5	IPR036412	HAD-like superfamily	SSF56784	1	268
Q99YH6	IPR001647	DNA-binding HTH domain, TetR-type	PF00440	34	74
Q99YH6	IPR001647	DNA-binding HTH domain, TetR-type	PS50977	23	83
Q99YH6	IPR009057	Homeobox-like domain superfamily	SSF46689	23	85
Q99YH6	IPR039532	Transcriptional regulator TetR, C-terminal, Firmicutes type	PF14278	117	179
Q99YH7	IPR003797	DegV	PF02645	2	272
Q99YH7	IPR003797	DegV	PS51482	3	280
Q99YH7	IPR003797	DegV	TIGR00762	4	278
Q99YH7	IPR043168	DegV, C-terminal domain	G3DSA:3.30.1180.10	154	280
Q99YH8	IPR041909	Sbi, C3 binding domain IV	G3DSA:1.10.10.1270	57	109
Q99YH8	IPR041909	Sbi, C3 binding domain IV	G3DSA:1.10.10.1270	110	163
Q99YH9	IPR003841	Sodium-dependent phosphate transport protein	PF02690	18	153
Q99YH9	IPR003841	Sodium-dependent phosphate transport protein	PF02690	150	260
Q99YH9	IPR003841	Sodium-dependent phosphate transport protein	PTHR10010	6	539
Q99YH9	IPR004633	Na/Pi-cotransporter II-related/YqeW-like protein	TIGR00704	10	315
Q99YH9	IPR026022	PhoU domain	PF01895	349	430
Q99YH9	IPR026022	PhoU domain	PF01895	453	537
Q99YH9	IPR038078	PhoU-like domain superfamily	G3DSA:1.20.58.220	338	442
Q99YH9	IPR038078	PhoU-like domain superfamily	G3DSA:1.20.58.220	446	543
Q99YI0	IPR003764	N-acetylglucosamine-6-phosphate deacetylase	PIRSF038994	21	382
Q99YI0	IPR003764	N-acetylglucosamine-6-phosphate deacetylase	PTHR11113:SF1	5	377
Q99YI0	IPR003764	N-acetylglucosamine-6-phosphate deacetylase	TIGR00221	38	376
Q99YI0	IPR003764	N-acetylglucosamine-6-phosphate deacetylase	cd00854	3	376
Q99YI0	IPR006680	Amidohydrolase-related	PF01979	50	372
Q99YI0	IPR011059	Metal-dependent hydrolase, composite domain superfamily	G3DSA:2.30.40.10	14	377
Q99YI0	IPR011059	Metal-dependent hydrolase, composite domain superfamily	SSF51338	3	380
Q99YI0	IPR032466	Metal-dependent hydrolase	SSF51556	53	350
Q99YI1	IPR018170	Aldo/keto reductase, conserved site	PS00062	130	147
Q99YI1	IPR018170	Aldo/keto reductase, conserved site	PS00063	234	249
Q99YI1	IPR018170	Aldo/keto reductase, conserved site	PS00798	40	57
Q99YI1	IPR020471	Aldo/keto reductase	PIRSF000097	1	278
Q99YI1	IPR020471	Aldo/keto reductase	PR00069	36	60
Q99YI1	IPR020471	Aldo/keto reductase	PR00069	92	110
Q99YI1	IPR020471	Aldo/keto reductase	PR00069	130	147
Q99YI1	IPR020471	Aldo/keto reductase	PR00069	164	193
Q99YI1	IPR020471	Aldo/keto reductase	PR00069	201	225
Q99YI1	IPR020471	Aldo/keto reductase	PTHR43827	2	265
Q99YI1	IPR023210	NADP-dependent oxidoreductase domain	PF00248	16	263
Q99YI1	IPR023210	NADP-dependent oxidoreductase domain	cd06660	9	265
Q99YI1	IPR036812	NADP-dependent oxidoreductase domain superfamily	G3DSA:3.20.20.100	1	278
Q99YI1	IPR036812	NADP-dependent oxidoreductase domain superfamily	SSF51430	1	265
Q99YI2	IPR007269	Isoprenylcysteine carboxyl methyltransferase	PF04140	82	173
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	MF_00254	5	285
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PF02091	7	283
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	59	74
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	80	100
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	111	135
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	137	157
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	160	175
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	PR01044	245	261
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	TIGR00388	6	291
Q99YI3	IPR002310	Glycine-tRNA ligase, alpha subunit	cd00733	6	284
Q99YI3	IPR006194	Glycine-tRNA synthetase, heterodimeric	PS50861	6	280
Q99YI4	IPR006194	Glycine-tRNA synthetase, heterodimeric	PS50861	359	641
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	MF_00255	2	676
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PF02092	5	547
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PR01045	6	19
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PR01045	49	61
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PR01045	242	257
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PR01045	314	330
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PR01045	393	412
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	PTHR30075	2	677
Q99YI4	IPR015944	Glycine-tRNA ligase, beta subunit	TIGR00211	2	676
Q99YI6	IPR025711	PepSY domain	PF03413	81	143
Q99YI7	IPR000577	Carbohydrate kinase, FGGY	PIRSF000538	4	502
Q99YI7	IPR005999	Glycerol kinase	MF_00186	4	498
Q99YI7	IPR005999	Glycerol kinase	TIGR01311	5	495
Q99YI7	IPR018483	Carbohydrate kinase, FGGY, conserved site	PS00445	363	383
Q99YI7	IPR018483	Carbohydrate kinase, FGGY, conserved site	PS00933	136	148
Q99YI7	IPR018484	Carbohydrate kinase, FGGY, N-terminal	PF00370	6	253
Q99YI7	IPR018485	Carbohydrate kinase, FGGY, C-terminal	PF02782	263	451
Q99YI7	IPR043129	ATPase, nucleotide binding domain	SSF53067	5	255
Q99YI7	IPR043129	ATPase, nucleotide binding domain	SSF53067	256	494
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	20	32
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	33	43
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	49	61
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	94	106
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	343	349
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PR01001	425	437
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PS00977	25	42
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PTHR11985	6	356
Q99YI8	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	PTHR11985	364	596
Q99YI8	IPR006076	FAD dependent oxidoreductase	PF01266	21	352
Q99YI8	IPR031656	Alpha-glycerophosphate oxidase, C-terminal	PF16901	465	587
Q99YI8	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	7	251
Q99YI8	IPR038299	Alpha-glycerophosphate oxidase, C-terminal domain superfamily	G3DSA:1.10.8.870	477	610
Q99YI9	IPR000425	Major intrinsic protein	PF00230	3	229
Q99YI9	IPR000425	Major intrinsic protein	PR00783	1	19
Q99YI9	IPR000425	Major intrinsic protein	PR00783	43	67
Q99YI9	IPR000425	Major intrinsic protein	PR00783	80	99
Q99YI9	IPR000425	Major intrinsic protein	PR00783	135	153
Q99YI9	IPR000425	Major intrinsic protein	PR00783	165	187
Q99YI9	IPR000425	Major intrinsic protein	PR00783	212	232
Q99YI9	IPR000425	Major intrinsic protein	TIGR00861	5	229
Q99YI9	IPR022357	Major intrinsic protein, conserved site	PS00221	61	69
Q99YI9	IPR023271	Aquaporin-like	G3DSA:1.20.1080.10	1	233
Q99YI9	IPR023271	Aquaporin-like	SSF81338	3	232
Q99YJ0	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	G3DSA:3.30.390.30	331	447
Q99YJ0	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	SSF55424	330	441
Q99YJ0	IPR023753	FAD/NAD(P)-binding domain	PF07992	8	308
Q99YJ0	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	9	315
Q99YJ0	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	39	248
Q99YJ0	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	4	320
Q99YJ1	IPR007737	Mga helix-turn-helix domain	PF05043	78	161
Q99YJ1	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	2	147
Q99YJ3	IPR005474	Transketolase, N-terminal	PF00456	56	385
Q99YJ3	IPR005474	Transketolase, N-terminal	PS00801	65	85
Q99YJ3	IPR005474	Transketolase, N-terminal	cd02012	62	327
Q99YJ3	IPR005475	Transketolase-like, pyrimidine-binding domain	PF02779	402	572
Q99YJ3	IPR005475	Transketolase-like, pyrimidine-binding domain	SM00861	402	573
Q99YJ3	IPR005478	Transketolase, bacterial-like	TIGR00232	60	710
Q99YJ3	IPR009014	Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	G3DSA:3.40.50.920	587	708
Q99YJ3	IPR009014	Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II	SSF52922	583	710
Q99YJ3	IPR020826	Transketolase binding site	PS00802	515	531
Q99YJ3	IPR029061	Thiamin diphosphate-binding fold	SSF52518	49	376
Q99YJ3	IPR029061	Thiamin diphosphate-binding fold	SSF52518	393	574
Q99YJ3	IPR033247	Transketolase family	PTHR43522	54	706
Q99YJ3	IPR033248	Transketolase, C-terminal domain	PF02780	602	702
Q99YJ4	IPR015046	Enterocin A Immunity	PF08951	6	77
Q99YJ4	IPR023130	Ta0600-like superfamily	G3DSA:1.20.1440.50	1	87
Q99YJ5	IPR003439	ABC transporter-like	PF00005	17	160
Q99YJ5	IPR003439	ABC transporter-like	PS50893	2	232
Q99YJ5	IPR003593	AAA+ ATPase domain	SM00382	26	208
Q99YJ5	IPR017871	ABC transporter, conserved site	PS00211	133	147
Q99YJ5	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	223
Q99YJ7	IPR001048	Aspartate/glutamate/uridylate kinase	PF00696	11	238
Q99YJ7	IPR001057	Glutamate/acetylglutamate kinase	PR00474	47	61
Q99YJ7	IPR001057	Glutamate/acetylglutamate kinase	PR00474	81	109
Q99YJ7	IPR001057	Glutamate/acetylglutamate kinase	PR00474	121	142
Q99YJ7	IPR001057	Glutamate/acetylglutamate kinase	PR00474	157	184
Q99YJ7	IPR001057	Glutamate/acetylglutamate kinase	PR00474	218	238
Q99YJ7	IPR005715	Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase	MF_00456	10	269
Q99YJ7	IPR005715	Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase	TIGR01027	11	266
Q99YJ7	IPR011529	Glutamate 5-kinase	PIRSF000729	5	272
Q99YJ7	IPR019797	Glutamate 5-kinase, conserved site	PS00902	216	233
Q99YJ7	IPR036393	Acetylglutamate kinase-like superfamily	G3DSA:3.40.1160.10	1	270
Q99YJ7	IPR036393	Acetylglutamate kinase-like superfamily	SSF53633	11	264
Q99YJ7	IPR041739	Glutamate-5-kinase domain	cd04242	11	264
Q99YJ8	IPR000965	GPR domain	MF_00412	3	415
Q99YJ8	IPR000965	GPR domain	TIGR00407	11	405
Q99YJ8	IPR000965	GPR domain	cd07079	5	411
Q99YJ8	IPR012134	Glutamate-5-semialdehyde dehydrogenase	PIRSF000151	1	416
Q99YJ8	IPR015590	Aldehyde dehydrogenase domain	PF00171	14	283
Q99YJ8	IPR015590	Aldehyde dehydrogenase domain	PF00171	300	378
Q99YJ8	IPR016161	Aldehyde/histidinol dehydrogenase	SSF53720	2	415
Q99YJ8	IPR016162	Aldehyde dehydrogenase, N-terminal	G3DSA:3.40.605.10	18	410
Q99YJ8	IPR016163	Aldehyde dehydrogenase, C-terminal	G3DSA:3.40.309.10	224	373
Q99YJ8	IPR020593	Gamma-glutamyl phosphate reductase GPR, conserved site	PS01223	322	344
Q99YK0	IPR011922	Cell division protein FtsL	MF_00910	25	107
Q99YK0	IPR011922	Cell division protein FtsL	TIGR02209	25	106
Q99YK1	IPR001460	Penicillin-binding protein, transpeptidase	PF00905	292	598
Q99YK1	IPR005311	Penicillin-binding protein, dimerisation domain	PF03717	73	246
Q99YK1	IPR005543	PASTA domain	PF03793	694	750
Q99YK1	IPR005543	PASTA domain	PS51178	632	689
Q99YK1	IPR005543	PASTA domain	PS51178	690	751
Q99YK1	IPR005543	PASTA domain	SM00740	690	751
Q99YK1	IPR012338	Beta-lactamase/transpeptidase-like	G3DSA:3.40.710.10	266	596
Q99YK1	IPR012338	Beta-lactamase/transpeptidase-like	SSF56601	266	626
Q99YK1	IPR036138	Penicillin-binding protein, dimerisation domain superfamily	SSF56519	70	265
Q99YK2	IPR000715	Glycosyl transferase, family 4	PF00953	84	247
Q99YK2	IPR000715	Glycosyl transferase, family 4	PTHR22926	1	331
Q99YK2	IPR003524	Phospho-N-acetylmuramoyl-pentapeptide transferase	MF_00038	3	334
Q99YK2	IPR003524	Phospho-N-acetylmuramoyl-pentapeptide transferase	TIGR00445	15	333
Q99YK2	IPR003524	Phospho-N-acetylmuramoyl-pentapeptide transferase	cd06852	41	332
Q99YK2	IPR018480	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site	PF10555	46	58
Q99YK2	IPR018480	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site	PS01348	167	178
Q99YK3	IPR001650	Helicase, C-terminal	PF00271	229	337
Q99YK3	IPR001650	Helicase, C-terminal	PS51194	232	385
Q99YK3	IPR001650	Helicase, C-terminal	SM00490	256	337
Q99YK3	IPR011545	DEAD/DEAH box helicase domain	PF00270	25	191
Q99YK3	IPR014001	Helicase superfamily 1/2, ATP-binding domain	PS51192	32	205
Q99YK3	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SM00487	20	220
Q99YK3	IPR014014	RNA helicase, DEAD-box type, Q motif	PS51195	1	29
Q99YK3	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	70	357
Q99YK3	IPR030881	DEAD-box ATP-dependent RNA helicase CshB	MF_01494	1	435
Q99YK4	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PF00528	56	250
Q99YK4	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	PS50928	42	243
Q99YK4	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	cd06261	42	239
Q99YK4	IPR010065	Amino acid ABC transporter, permease protein, 3-TM domain	TIGR01726	35	145
Q99YK4	IPR035906	MetI-like superfamily	G3DSA:1.10.3720.10	25	252
Q99YK4	IPR035906	MetI-like superfamily	SSF161098	37	236
Q99YK4	IPR043429	ABC transporter membrane protein permease protein ArtM/GltK/GlnP/TcyL/YhdX-like	PTHR30614	24	254
Q99YK5	IPR003439	ABC transporter-like	PF00005	17	168
Q99YK5	IPR003439	ABC transporter-like	PS50893	2	239
Q99YK5	IPR003593	AAA+ ATPase domain	SM00382	26	216
Q99YK5	IPR017871	ABC transporter, conserved site	PS00211	140	154
Q99YK5	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	238
Q99YK5	IPR030679	ABC-type amino acid transport system, ATPase component, HisP-type	PIRSF039085	1	244
Q99YK6	IPR025134	Protein of unknown function DUF4059	PF13268	1	72
Q99YK7	IPR004840	Amino acid permease, conserved site	PS00218	49	79
Q99YK7	IPR004841	Amino acid permease/ SLC12A domain	PF00324	24	444
Q99YK8	IPR006405	Nicotinate phosphoribosyltransferase pncB-type	TIGR01513	8	463
Q99YK8	IPR007229	Nicotinate phosphoribosyltransferase family	PIRSF000484	2	478
Q99YK8	IPR007229	Nicotinate phosphoribosyltransferase family	PTHR11098	7	473
Q99YK8	IPR013785	Aldolase-type TIM barrel	G3DSA:3.20.20.70	149	316
Q99YK8	IPR036068	Nicotinate phosphoribosyltransferase-like, C-terminal	SSF51690	137	476
Q99YK8	IPR040727	Nicotinate phosphoribosyltransferase, N-terminal domain	PF17767	9	132
Q99YK8	IPR041525	Nicotinate/nicotinamide phosphoribosyltransferase	PF04095	154	334
Q99YK8	IPR041619	Nicotinate phosphoribosyltransferase C-terminal domain	PF17956	358	467
Q99YK9	IPR003694	NAD(+) synthetase	PTHR23090	1	274
Q99YK9	IPR003694	NAD(+) synthetase	TIGR00552	18	274
Q99YK9	IPR003694	NAD(+) synthetase	cd00553	17	262
Q99YK9	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	G3DSA:3.40.50.620	1	274
Q99YK9	IPR022310	NAD/GMP synthase	PF02540	23	265
Q99YK9	IPR022926	NH(3)-dependent NAD(+) synthetase	MF_00193	18	268
Q99YL0	IPR000169	Cysteine peptidase, cysteine active site	PS00139	63	74
Q99YL0	IPR004134	Peptidase C1B, bleomycin hydrolase	PF03051	4	440
Q99YL0	IPR004134	Peptidase C1B, bleomycin hydrolase	PIRSF005700	1	444
Q99YL0	IPR004134	Peptidase C1B, bleomycin hydrolase	PTHR10363	2	443
Q99YL0	IPR004134	Peptidase C1B, bleomycin hydrolase	cd00585	4	440
Q99YL0	IPR025660	Cysteine peptidase, histidine active site	PS00639	361	371
Q99YL0	IPR038765	Papain-like cysteine peptidase superfamily	SSF54001	15	443
Q99YL1	IPR001264	Glycosyl transferase, family 51	PF00912	63	239
Q99YL1	IPR001460	Penicillin-binding protein, transpeptidase	PF00905	335	604
Q99YL1	IPR012338	Beta-lactamase/transpeptidase-like	G3DSA:3.40.710.10	268	662
Q99YL1	IPR012338	Beta-lactamase/transpeptidase-like	SSF56601	221	652
Q99YL1	IPR023346	Lysozyme-like domain superfamily	SSF53955	53	265
