UniProt	GOBP name	GOMF name	GOCC name	GOBP slim name	GOCC slim name	KEGG name	Pfam	GSEA	Keywords	Corum	GOBP	GOMF	GOCC	GOBP slim	GOCC slim	ENSG	ENSP	ENST	Isoform ID	Flybase	Gene name	Interpro	Interpro name	KEGG	MGI	MIM	PDB	Pfam	PRINTS	PRINTS name	Prosite	Prosite name	Protein name	Reactome	SGD	SMART	SMART name	Taxonomy	UniProt names	WormBase	EC	eggNOG
Q99XT8									Completeproteome;Referenceproteome							SPy_2040	AAK34707	AAK34707			SPy_2040																	Streptococcus pyogenes serotype M1	Q99XT8_STRP1			
Q99XM8									Completeproteome;Referenceproteome							SPy_2132	AAK34775	AAK34775			SPy_2132																	Streptococcus pyogenes serotype M1	Q99XM8_STRP1			
Q9A141		catalytic activity;hydrolase activity					NUDIX		Completeproteome;Hydrolase;Referenceproteome			GO:0003824;GO:0016787				SPy_0477	AAK33488	AAK33488			SPy_0477	IPR020476;IPR020084;IPR000086;IPR015797	Nudix_hydrolase;NUDIX_hydrolase_CS;NUDIX_hydrolase_dom;NUDIX_hydrolase_dom-like					PF00293	PR00502	NUDIXFAMILY	PS51462;PS00893	NUDIX;NUDIX_BOX						Streptococcus pyogenes serotype M1	Q9A141_STRP1			
Q99ZZ8							Prophage_tail		Completeproteome;Referenceproteome							SPy_0996	AAK33899	AAK33899			SPy_0996	IPR007119;IPR010572	Phage_minor_struct_N;Prophage_Tail					PF06605										Streptococcus pyogenes serotype M1	Q99ZZ8_STRP1			
Q9A0M3							Phage_holin_1		Completeproteome;Referenceproteome							SPy_0707	AAK33662	AAK33662			SPy_0707	IPR006485	Phage_holin					PF04531										Streptococcus pyogenes serotype M1	Q9A0M3_STRP1			
Q99ZK6		catalytic activity;oxaloacetate decarboxylase activity;lyase activity;carbon-carbon lyase activity;carboxy-lyase activity				Arginine and proline metabolism;Pyruvate metabolism	HMGL-like;PYC_OADA		Completeproteome;Lyase;Referenceproteome			GO:0003824;GO:0008948;GO:0016829;GO:0016830;GO:0016831				SPy_1191	AAK34055	AAK34055			oadA	IPR013785;IPR003379;IPR000891	Aldolase_TIM;Carboxylase_cons_dom;PYR_CT	ko00330;ko00620				PF00682;PF02436			PS50991	PYR_CT						Streptococcus pyogenes serotype M1	Q99ZK6_STRP1		4.1.1.3	
Q9A182	nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular response to stress;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;response to stimulus;cellular response to stimulus;nucleic acid metabolic process	nucleic acid binding;DNA binding;catalytic activity;nuclease activity;endonuclease activity;binding;hydrolase activity;hydrolase activity, acting on ester bonds	intracellular;cell part	nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus	intracellular;cell part	Base excision repair	Exo_endo_phos		Completeproteome;Hydrolase;Referenceproteome		GO:0006139;GO:0006259;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0050896;GO:0051716;GO:0090304	GO:0003676;GO:0003677;GO:0003824;GO:0004518;GO:0004519;GO:0005488;GO:0016787;GO:0016788	GO:0005622;GO:0044464	GO:0006139;GO:0006259;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896	GO:0005622;GO:0044464	SPy_0412	AAK33442	AAK33442			exoA	IPR004808;IPR020847;IPR020848;IPR005135	AP_endonuc_1;AP_endonuclease_F1_BS;AP_endonuclease_F1_CS;Endo/exonuclease/phosphatase	ko03410				PF03372			PS00726;PS00727;PS00728;PS51435	AP_NUCLEASE_F1_1;AP_NUCLEASE_F1_2;AP_NUCLEASE_F1_3;AP_NUCLEASE_F1_4						Streptococcus pyogenes serotype M1	Q9A182_STRP1		3.1.11.-	
Q9A025		nucleic acid binding;binding							Completeproteome;Referenceproteome			GO:0003676;GO:0005488				SPy_0962	AAK33872	AAK33872			SPy_0962	IPR012337	RNaseH-like_dom															Streptococcus pyogenes serotype M1	Q9A025_STRP1			
Q9A1G6		catalytic activity;phospho-N-acetylmuramoyl-pentapeptide-transferase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, for other substituted phosphate groups	integral to membrane;intrinsic to membrane;membrane part;cell part		cell part		Glycos_transf_4		Completeproteome;Referenceproteome			GO:0003824;GO:0008963;GO:0016740;GO:0016772;GO:0016780	GO:0016021;GO:0031224;GO:0044425;GO:0044464		GO:0044464	SPy_0282	AAK33354	AAK33354			rgpG	IPR000715;IPR018480	Glycosyl_transferase_4;PNAcMuramoyl-5peptid_Trfase_CS					PF00953			PS01348	MRAY_2						Streptococcus pyogenes serotype M1	Q9A1G6_STRP1			
Q9A0C4		nucleotide binding;catalytic activity;binding;ATP binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ATPase activity;purine nucleotide binding;nucleoside-triphosphatase activity;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding					ABC_tran		ATP-binding;Completeproteome;Nucleotide-binding;Referenceproteome			GO:0000166;GO:0003824;GO:0005488;GO:0005524;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017076;GO:0017111;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639				SPy_0837	AAK33767	AAK33767			SPy_0837	IPR003593;IPR003439;IPR017871;IPR027417	AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase					PF00005			PS00211;PS50893	ABC_TRANSPORTER_1;ABC_TRANSPORTER_2				SM00382	AAA	Streptococcus pyogenes serotype M1	Q9A0C4_STRP1			
Q99Q98;Q48XV9	nucleobase-containing compound metabolic process;DNA metabolic process;DNA modification;DNA alkylation;DNA methylation;one-carbon metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;regulation of gene expression;regulation of metabolic process;methylation;cellular nitrogen compound metabolic process;regulation of gene expression, epigenetic;macromolecule metabolic process;macromolecule modification;macromolecule methylation;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;regulation of biological process;regulation of macromolecule metabolic process;biological regulation;nucleic acid metabolic process	nucleic acid binding;DNA binding;catalytic activity;binding;methyltransferase activity;N-methyltransferase activity;transferase activity;transferase activity, transferring one-carbon groups		nucleobase-containing compound metabolic process;DNA metabolic process;DNA modification;one-carbon metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;cellular nitrogen compound metabolic process;regulation of gene expression, epigenetic;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;small molecule metabolic process;biological regulation			N6_Mtase		Completeproteome;Referenceproteome		GO:0006139;GO:0006259;GO:0006304;GO:0006305;GO:0006306;GO:0006730;GO:0006807;GO:0008152;GO:0009987;GO:0010468;GO:0019222;GO:0032259;GO:0034641;GO:0040029;GO:0043170;GO:0043412;GO:0043414;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0050789;GO:0060255;GO:0065007;GO:0090304	GO:0003676;GO:0003677;GO:0003824;GO:0005488;GO:0008168;GO:0008170;GO:0016740;GO:0016741		GO:0006139;GO:0006259;GO:0006304;GO:0006730;GO:0006807;GO:0008152;GO:0009987;GO:0034641;GO:0040029;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044281;GO:0065007		SPy_0676;SPy_1470;M5005_Spy1198	AAK33636;AAK34272;AAZ51816	AAK33636;AAK34272;AAZ51816				IPR003356;IPR029063	DNA_methylase_A-5;SAM-dependent_MTases					PF02384										Streptococcus pyogenes serotype M1	Q99Q98_STRP1			
Q99QB6							DnaB_2		Completeproteome;Referenceproteome							SPy_0953;SPy_1482	AAK33864;AAK34282	AAK33864;AAK34282				IPR006343	Replication_DnaD/DnaB					PF07261										Streptococcus pyogenes serotype M1	Q99QB6_STRP1			
Q99Y59;Q48WT1	nucleobase-containing compound metabolic process;transcription, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;RNA metabolic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;nucleic acid metabolic process	nucleic acid binding transcription factor activity;nucleic acid binding;DNA binding;sequence-specific DNA binding transcription factor activity;binding	intracellular;cell part	nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	intracellular;cell part				Completeproteome;Referenceproteome		GO:0006139;GO:0006351;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0016070;GO:0032774;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0090304	GO:0001071;GO:0003676;GO:0003677;GO:0003700;GO:0005488	GO:0005622;GO:0044464	GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238	GO:0005622;GO:0044464	SPy_1857;M5005_Spy1576	AAK34573;AAZ52194	AAK34573;AAZ52194			SPy_1857	IPR018490;IPR012318;IPR001808;IPR018335;IPR011991	cNMP-bd-like;HTH_CRP_2;Tscrpt_reg_HTH_Crp;Tscrpt_reg_HTH_Crp-type_CS;WHTH_DNA-bd_dom								PS00042;PS51063	HTH_CRP_1;HTH_CRP_2				SM00419	HTH_CRP	Streptococcus pyogenes serotype M1	Q99Y59_STRP1			
Q99ZB3;Q48Y89	carbohydrate metabolic process;metabolic process;primary metabolic process	pattern binding;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;alpha-amylase activity;binding;amylase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;hydrolase activity;hydrolase activity, acting on glycosyl bonds;carbohydrate binding;polysaccharide binding;ion binding;cation binding;cyclomaltodextrin glucanotransferase activity;starch binding		carbohydrate metabolic process;metabolic process;primary metabolic process		Starch and sucrose metabolism;Carbohydrate digestion and absorption	Alpha-amylase;Alpha-amylase_C;CBM_20;TIG		Completeproteome;Glycosyltransferase;Referenceproteome;Transferase		GO:0005975;GO:0008152;GO:0044238	GO:0001871;GO:0003824;GO:0004553;GO:0004556;GO:0005488;GO:0016160;GO:0016740;GO:0016757;GO:0016758;GO:0016787;GO:0016798;GO:0030246;GO:0030247;GO:0043167;GO:0043169;GO:0043895;GO:2001070		GO:0005975;GO:0008152;GO:0044238		SPy_1302;M5005_Spy1065	AAK34149;AAZ51683	AAK34149;AAZ51683			amyA	IPR006048;IPR006046;IPR013784;IPR002044;IPR015902;IPR013780;IPR006047;IPR006589;IPR013781;IPR017853;IPR013783;IPR014756;IPR002909	A-amylase_b_C;Alpha_amylase;Carb-bd-like_fold;CBM_fam20;Glyco_hydro_13;Glyco_hydro_13_b;Glyco_hydro_13_cat_dom;Glyco_hydro_13_sub_cat_dom;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF;Ig-like_fold;Ig_E-set;IPT	ko00500;ko04973				PF00128;PF02806;PF00686;PF01833	PR00110	ALPHAAMYLASE	PS51166	CBM20				SM00642;SM00632;SM01065	Aamy;Aamy_C;CBM_2	Streptococcus pyogenes serotype M1	Q99ZB3_STRP1		2.4.1.19	
Q99ZK4;Q48YP3									Completeproteome;Referenceproteome							SPy_1193;M5005_Spy0911	AAK34057;AAZ51529	AAK34057;AAZ51529			SPy_1193																	Streptococcus pyogenes serotype M1	Q99ZK4_STRP1			
Q9A1K6;Q491A4		nucleic acid binding transcription factor activity;sequence-specific DNA binding transcription factor activity	intracellular;cell part		intracellular;cell part				Completeproteome;Referenceproteome			GO:0001071;GO:0003700	GO:0005622;GO:0044464		GO:0005622;GO:0044464	SPy_0228;M5005_Spy0195	AAK33311;AAZ50814	AAK33311;AAZ50814			SPy_0228	IPR000835;IPR011991	HTH_MarR-typ;WHTH_DNA-bd_dom								PS50995	HTH_MARR_2				SM00347	HTH_MARR	Streptococcus pyogenes serotype M1	Q9A1K6_STRP1			
Q99YV5;Q48XQ6	reproduction;cytokinesis;cellular process;asexual reproduction;reproduction of a single-celled organism;cytokinesis by binary fission		integral to plasma membrane;integral to membrane;intrinsic to membrane;intrinsic to plasma membrane;cell division site;membrane part;plasma membrane part;cell part	reproduction;cytokinesis;cellular process	cell division site;cell part	Cell cycle - Caulobacter	FtsQ;POTRA_1		Cellcycle;Celldivision;Completeproteome;Referenceproteome		GO:0000003;GO:0000910;GO:0009987;GO:0019954;GO:0032505;GO:0043093		GO:0005887;GO:0016021;GO:0031224;GO:0031226;GO:0032153;GO:0044425;GO:0044459;GO:0044464	GO:0000003;GO:0000910;GO:0009987	GO:0032153;GO:0044464	SPy_1523;M5005_Spy1251	AAK34317;AAZ51869	AAK34317;AAZ51869			divIB	IPR005548;IPR026580;IPR013685	Cell_div_FtsQ/DivIB;DivIB;POTRA_FtsQ_type	ko04112				PF03799;PF08478										Streptococcus pyogenes serotype M1	Q99YV5_STRP1			
Q9A073;Q48Z93		transporter activity	plasma membrane;membrane;integral to membrane;intrinsic to membrane;membrane part;cell part		plasma membrane;membrane;cell part		BPD_transp_1		Completeproteome;Referenceproteome			GO:0005215	GO:0005886;GO:0016020;GO:0016021;GO:0031224;GO:0044425;GO:0044464		GO:0005886;GO:0016020;GO:0044464	SPy_0904;M5005_Spy0707	AAK33821;AAZ51325	AAK33821;AAZ51325			SPy_0904	IPR010065;IPR000515	AA_ABC_transptr_permease_3TM;MetI-like					PF00528			PS50928	ABC_TM1						Streptococcus pyogenes serotype M1	Q9A073_STRP1			
Q99YQ3;Q48XJ9							DUF3502		Completeproteome;Lipoprotein;Referenceproteome							SPy_1592;M5005_Spy1308	AAK34373;AAZ51926	AAK34373;AAZ51926			SPy_1592	IPR022627	DUF3502					PF12010										Streptococcus pyogenes serotype M1	Q99YQ3_STRP1			
Q9A103;Q490B0		nucleic acid binding;DNA binding;binding;sequence-specific DNA binding							Completeproteome;Referenceproteome			GO:0003676;GO:0003677;GO:0005488;GO:0043565				SPy_0533;M5005_Spy0440	AAK33528;AAZ51058	AAK33528;AAZ51058			SPy_0533	IPR001387;IPR010982;IPR010057	Cro/C1-type_HTH;Lambda_DNA-bd_dom;Transcription_activator_MutR_C								PS50943	HTH_CROC1						Streptococcus pyogenes serotype M1	Q9A103_STRP1			
Q99Z82;Q48Y52		catalytic activity;hydrolase activity					Virul_fac_BrkB		Completeproteome;Referenceproteome			GO:0003824;GO:0016787				SPy_1353;M5005_Spy1102	AAK34181;AAZ51720	AAK34181;AAZ51720			SPy_1353	IPR017039	Virul_fac_BrkB					PF03631										Streptococcus pyogenes serotype M1	Q99Z82_STRP1			
Q9A1V4;Q491N5	protein targeting;transport;intracellular protein transport;cellular process;protein transport;protein transport by the Sec complex;establishment of protein localization;intracellular transport;establishment of localization;establishment of localization in cell;transmembrane transport;intracellular protein transmembrane transport;protein transmembrane transport		intracellular;plasma membrane;membrane;integral to membrane;intrinsic to membrane;membrane part;cell part	protein targeting;transport;cellular process;protein transport;establishment of localization;transmembrane transport	intracellular;plasma membrane;membrane;cell part	Protein export;Bacterial secretion system	SecY		Completeproteome;Referenceproteome		GO:0006605;GO:0006810;GO:0006886;GO:0009987;GO:0015031;GO:0043952;GO:0045184;GO:0046907;GO:0051234;GO:0051649;GO:0055085;GO:0065002;GO:0071806		GO:0005622;GO:0005886;GO:0016020;GO:0016021;GO:0031224;GO:0044425;GO:0044464	GO:0006605;GO:0006810;GO:0009987;GO:0015031;GO:0051234;GO:0055085	GO:0005622;GO:0005886;GO:0016020;GO:0044464	SPy_0073;M5005_Spy0064	AAK33202;AAZ50683	AAK33202;AAZ50683			secY	IPR026593;IPR002208;IPR030659;IPR023201	SecY;SecY/SEC61-alpha;SecY_CS;SecY_su_dom	ko03060;ko03070				PF00344			PS00755	SECY_1						Streptococcus pyogenes serotype M1	Q9A1V4_STRP1			
Q99Z05;Q48XW8							Terminase_1		Completeproteome;Referenceproteome							SPy_1460;M5005_Spy1189	AAK34263;AAZ51807	AAK34263;AAZ51807			SPy_1460	IPR027417;IPR005021	P-loop_NTPase;Phage_terminase					PF03354										Streptococcus pyogenes serotype M1	Q99Z05_STRP1			
Q9A169;Q490J5									Completeproteome;Referenceproteome							SPy_0435;M5005_Spy0355	AAK33455;AAZ50973	AAK33455;AAZ50973			SPy_0435																	Streptococcus pyogenes serotype M1	Q9A169_STRP1			
Q9A1X6;Q491Q8		transporter activity;drug transmembrane transporter activity;secondary active transmembrane transporter activity;antiporter activity;active transmembrane transporter activity;transmembrane transporter activity	membrane;cell part		membrane;cell part		MatE		Completeproteome;Referenceproteome			GO:0005215;GO:0015238;GO:0015291;GO:0015297;GO:0022804;GO:0022857	GO:0016020;GO:0044464		GO:0016020;GO:0044464	SPy_0045;M5005_Spy0041	AAK33180;AAZ50660	AAK33180;AAZ50660			SPy_0045	IPR002528	MATE					PF01554										Streptococcus pyogenes serotype M1	Q9A1X6_STRP1			
Q99XR3;Q48W84	metabolic process;cellular process;cellular metabolic process	catalytic activity;lyase activity;carbon-nitrogen lyase activity;ammonia-lyase activity;deaminase activity;formimidoyltetrahydrofolate cyclodeaminase activity		metabolic process;cellular process;cellular metabolic process		One carbon pool by folate	FTCD_C		Completeproteome;Referenceproteome		GO:0008152;GO:0009987;GO:0044237	GO:0003824;GO:0016829;GO:0016840;GO:0016841;GO:0019239;GO:0030412		GO:0008152;GO:0009987;GO:0044237		SPy_2084;M5005_Spy1773	AAK34737;AAZ52391	AAK34737;AAZ52391			SPy_2084	IPR007044	Cyclodeamin/CycHdrlase	ko00670				PF04961										Streptococcus pyogenes serotype M1	Q99XR3_STRP1			
Q99XG9;Q48VZ2		catalytic activity;endopeptidase activity;serine-type endopeptidase activity;peptidase activity;serine-type peptidase activity;hydrolase activity;serine hydrolase activity;peptidase activity, acting on L-amino acid peptides					PDZ_2		Completeproteome;Hydrolase;Protease;Referenceproteome			GO:0003824;GO:0004175;GO:0004252;GO:0008233;GO:0008236;GO:0016787;GO:0017171;GO:0070011				SPy_2216;M5005_Spy1865	AAK34840;AAZ52483	AAK34840;AAZ52483			htrA	IPR001478;IPR001940;IPR009003	PDZ;Peptidase_S1C;Trypsin-like_Pept_dom					PF13180	PR00834	PROTEASES2C	PS50106	PDZ				SM00228	PDZ	Streptococcus pyogenes serotype M1	Q99XG9_STRP1			
Q99Y35;Q48WQ4							Asp23		Completeproteome;Referenceproteome							SPy_1886;M5005_Spy1603	AAK34598;AAZ52221	AAK34598;AAZ52221			asp	IPR005531	Asp23					PF03780										Streptococcus pyogenes serotype M1	Q99Y35_STRP1			
Q99Z17;Q48XY0									Completeproteome;Referenceproteome							SPy_1447;M5005_Spy1177	AAK34251;AAZ51795	AAK34251;AAZ51795			SPy_1447																	Streptococcus pyogenes serotype M1	Q99Z17_STRP1			
Q9A1E5;Q490S9									Completeproteome;Referenceproteome							SPy_0317;M5005_Spy0270	AAK33377;AAZ50889	AAK33377;AAZ50889			SPy_0317	IPR001638	Solute-binding_3/MltF_N													SM00062	PBPb	Streptococcus pyogenes serotype M1	Q9A1E5_STRP1			
Q99XU5;Q48WD2	two-component signal transduction system (phosphorelay);nucleobase-containing compound metabolic process;transcription, DNA-dependent;regulation of transcription, DNA-dependent;nitrogen compound metabolic process;signal transduction;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;RNA metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;regulation of cellular metabolic process;regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;regulation of biological process;regulation of cellular process;response to stimulus;regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;cellular response to stimulus;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;nucleic acid metabolic process;regulation of cellular macromolecule biosynthetic process	nucleic acid binding;DNA binding;binding		nucleobase-containing compound metabolic process;nitrogen compound metabolic process;signal transduction;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus;biological regulation			Response_reg;Trans_reg_C		Completeproteome;Referenceproteome		GO:0000160;GO:0006139;GO:0006351;GO:0006355;GO:0006807;GO:0007165;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0016070;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0032774;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0050789;GO:0050794;GO:0050896;GO:0051171;GO:0051252;GO:0051716;GO:0060255;GO:0065007;GO:0080090;GO:0090304;GO:2000112	GO:0003676;GO:0003677;GO:0005488		GO:0006139;GO:0006807;GO:0007165;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896;GO:0065007		SPy_2027;M5005_Spy1725	AAK34699;AAZ52343	AAK34699;AAZ52343			SPy_2027	IPR011006;IPR001867;IPR001789;IPR011991	CheY-like_superfamily;Sig_transdc_resp-reg_C;Sig_transdc_resp-reg_receiver;WHTH_DNA-bd_dom					PF00072;PF00486			PS50110	RESPONSE_REGULATORY				SM00448;SM00862	REC;Trans_reg_C	Streptococcus pyogenes serotype M1	Q99XU5_STRP1			
Q99XR0;Q48W81		transporter activity;amine transmembrane transporter activity;organic acid transmembrane transporter activity;amino acid transmembrane transporter activity;active transmembrane transporter activity;transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;carboxylic acid transmembrane transporter activity	integral to membrane;intrinsic to membrane;membrane part;cell part		cell part		AA_permease_2		Completeproteome;Referenceproteome			GO:0005215;GO:0005275;GO:0005342;GO:0015171;GO:0022804;GO:0022857;GO:0022891;GO:0022892;GO:0046943	GO:0016021;GO:0031224;GO:0044425;GO:0044464		GO:0044464	SPy_2088;M5005_Spy1776	AAK34740;AAZ52394	AAK34740;AAZ52394			SPy_2088	IPR002293	AA/rel_permease1					PF13520										Streptococcus pyogenes serotype M1	Q99XR0_STRP1			
Q99ZD9;Q48YH4		transporter activity;cation transmembrane transporter activity;ion transmembrane transporter activity;transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity	integral to membrane;intrinsic to membrane;membrane part;cell part		cell part		Cation_efflux		Completeproteome;Referenceproteome			GO:0005215;GO:0008324;GO:0015075;GO:0022857;GO:0022891;GO:0022892	GO:0016021;GO:0031224;GO:0044425;GO:0044464		GO:0044464	SPy_1272;M5005_Spy0980	AAK34122;AAZ51598	AAK34122;AAZ51598			SPy_1272	IPR002524;IPR027470;IPR027469	Cation_efflux;Cation_efflux_CTD;Cation_efflux_TMD					PF01545										Streptococcus pyogenes serotype M1	Q99ZD9_STRP1			
Q99YE9;Q48X31	nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;tRNA modification;nitrogen compound metabolic process;tRNA processing;metabolic process;nucleoside metabolic process;ribonucleoside metabolic process;RNA modification;cellular process;RNA metabolic process;ncRNA processing;cellular nitrogen compound metabolic process;ncRNA metabolic process;purine nucleoside metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;small molecule metabolic process;adenosine metabolic process;purine ribonucleoside metabolic process;heterocycle metabolic process;nucleobase-containing small molecule metabolic process;threonylcarbamoyladenosine metabolic process;threonylcarbamoyladenosine biosynthetic process;purine-containing compound metabolic process;nucleic acid metabolic process	catalytic activity;hydrolase activity		nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;nitrogen compound metabolic process;tRNA processing;metabolic process;nucleoside metabolic process;RNA modification;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;small molecule metabolic process;heterocycle metabolic process;nucleobase-containing small molecule metabolic process			UPF0079		Completeproteome;Referenceproteome		GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006807;GO:0008033;GO:0008152;GO:0009116;GO:0009119;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0042278;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044281;GO:0046085;GO:0046128;GO:0046483;GO:0055086;GO:0070525;GO:0070526;GO:0072521;GO:0090304	GO:0003824;GO:0016787		GO:0006139;GO:0006396;GO:0006399;GO:0006807;GO:0008033;GO:0008152;GO:0009116;GO:0009451;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044281;GO:0046483;GO:0055086		SPy_1735;M5005_Spy1476	AAK34479;AAZ52094	AAK34479;AAZ52094			SPy_1735	IPR027417;IPR003442	P-loop_NTPase;T6A_TsaE					PF02367										Streptococcus pyogenes serotype M1	Q99YE9_STRP1			
