												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
Q99Z89		M5005_Spy1095;SPy_1343	UPF0371 protein SPy_1343/M5005_Spy1095 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1343 PE=3 SV=2	UPF0371 protein SPy_1343/M5005_Spy1095 {ECO:0000255|HAMAP-Rule:MF_01567}			55	22	494	55.3	6.92				DUF1846	PF08903	UPF0371	IPR014999					-	0.058057905	-0.090018537	-0.013472502	-0.041201203	0.579891528	0.938770035	-0.021658584	-0.058682755	-0.059040469	-0.004018025	0.061503165	0.711639622	0.996825293	-0.015059521	0.213071714	0.53738391	0.361763756	0.826580167	0.018197193	0.037099361	0.484699887	0.485510384	0.455200421	-0.322255749	0.458814768	0.216926957	0.263411305	0.269317456	1109620259	1100803910	1101791157	957252292.3	1151588892	1081845734	1092295340	1228368495	1010277308	1000759140	1011230443	958534262.9	1076479659	1129815924	1061097519	1018713982	81013983.44	17693917.43	18915867.68	15680202.61	61895417	12821349.83	14385369.45	14818771.34	19568079.58	5955236.399	8440095.87	15551847.22	18449951.58	18613229.46	6113144.668	19397940.36
P0C0J1	speB	M5005_Spy1735;SPy_2039	Streptopain OS=Streptococcus pyogenes serotype M1 OX=301447 GN=speB PE=1 SV=1	Streptopain			25	7	398	43.1	8.73		cysteine-type peptidase activity;toxin activity	extracellular region	Inhibitor_I69;Peptidase_C10	PF01640;PF13734	Papain_like_cys_pep_sf;Peptidase_C10;Spi_Prtas-inh	IPR000200;IPR025896;IPR038765	2JTC	3.4.22.10	Important streptococcal virulence factor which cleaveshuman fibronectin and degrades vitronectin. Also cleaves humanIL1B precursor to form biologically active IL1B. Can induceapoptosis in human monocytes and epithelial cells in vitro, andreduces phagocytic activity in monocytic cells. Thus, may play arole in bacterial colonization, invasion, and inhibition of woundhealing.	Secreted.	-	-1.469666859	1.295456846	-1.463693184	1.144954284	0.862321896	0.998860838	-0.123237228	-1.491239091	0.759393009	-1.386048401	1.498684476	0.82202476	0.996825293	-0.154802502	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.16120153	6.608273394	0.047576666	0.071364999	NA	38133820.14	5070373.445	47643446.7	10576346.2	40548797.62	5374815.325	29460561.73	9521115.509	35506308.5	6617172.926	41194293.4	13287799.94	46736407.87	6917734.12	41844789.58	6178874.9	395474.9787	832119.4064	324958.4089	NA	261215.7088	942914.7062	1051707.349	NA	93068.38577	1550020.755	169961.5718	314771.4994	315290.1547	1428343.136	212041.5305	NA
Q99Y75	trx	SPy_1835	Thioredoxin OS=Streptococcus pyogenes serotype M1 OX=301447 GN=trx PE=3 SV=1	Thioredoxin {ECO:0000256|PIRNR:PIRNR000077}			41	3	104	11.7	4.5	cell redox homeostasis;glycerol ether metabolic process	protein disulfide oxidoreductase activity	cell	Thioredoxin	PF00085	Thioredoxin;Thioredoxin_CS;Thioredoxin_domain;Thioredoxin-like_sf	IPR005746;IPR013766;IPR017937;IPR036249					-	0.090648239	0.080299373	-0.06912814	0.234792273	0.22344661	0.900415407	0.084152936	-0.100003609	0.597390763	-0.065637046	0.198914114	0.322501115	0.996825293	0.157666056	-1.816002128	6.628777034	0.918576268	0.992098024	0.324242816	0.41491254	1.6808623	0.532357999	-0.079707777	-1.307300477	0.518586978	0.833502386	0.865168691	-0.084015819	59801933.42	71030181.82	108587467.8	77777755.82	28961646.96	36578610.26	35073182.73	37272903.12	113628799.2	114013135	183225479.9	120435279.3	98919893.72	96289633.12	148886336.4	107968190.1	27506264.17	3099876.802	7175523.631	NA	21369628.19	3714117.76	26112728.74	1062121.349	20030127.5	1867464.896	20921795.51	3659376.518	13940645.98	1554429.863	9541608.397	1637743.276
P0A4G4	mtsA	M5005_Spy0368;SPy_0453	Metal ABC transporter substrate-binding lipoprotein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=mtsA PE=1 SV=1	Metal ABC transporter substrate-binding lipoprotein			60	19	310	34.3	6.81	cell adhesion;copper ion transport;iron ion homeostasis;zinc ion transport	metal ion binding	plasma membrane	ZnuA	PF01297	AdhesinB;Lipoprotein_4;ZnuA-like	IPR006127;IPR006128;IPR006129	3HH8		 thisprotein has affinity for Zn(2+), Fe(3+) and Cu(2+).;Part of an ATP-driven transport system for a metal	 Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.;Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}	-	-0.494138034	0.520034758	-0.114730265	0.304007003	0.796100002	0.991325662	0.053793366	0.11637058	0.018227592	-0.228110726	-0.013785418	0.714405802	0.996825293	-0.026824493	0.030841521	1.385581739	0.344583428	1.078399201	0.058211407	0.098619728	0.709851472	1.920376289	1.749654774	1.604923481	1.765241805	3.89E-05	0.000292214	1.760049088	2092477937	1445187254	2275664034	1197158006	2474237813	2138274816	2096694160	1908151203	5986181068	6315818719	6824143953	6154371143	6616586156	5543397733	6602909963	6471986613	34621550.52	35934129.58	55576617.09	31068247.56	62853656.84	71783119.32	47434972.55	31262412.17	59435159.05	182787170.6	168860557.2	47367503.61	50700585.1	140513214.7	141363342.6	71035721.16
Q99Y26	hsdR	SPy_1904	Type I restriction enzyme R Protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=hsdR PE=3 SV=1	Type I restriction enzyme R Protein {ECO:0000256|RuleBase:RU364115}			59	47	992	114.1	6.11	DNA restriction-modification system	ATP binding;DNA binding;type I site-specific deoxyribonuclease activity		EcoR124_C;HSDR_N	PF04313;PF12008	Helicase_ATP-bd;P-loop_NTPase;Restrct_endonuc_type1_HsdR_N;Restrct_endonuc_typeI_HsdR;TypeI_RM_Rsu_C	IPR004473;IPR007409;IPR014001;IPR022625;IPR027417		3.1.21.3	Subunit R is required for both nuclease and ATPaseactivities, but not for modification		-	0.096934374	0.036084236	-0.042943863	0.086807775	0.293779348	0.905108007	0.04422063	-0.038635664	-0.066463568	-0.151870699	0.121188498	0.580781447	0.996825293	-0.033945358	0.298484392	0.247342505	0.44626607	0.511846046	0.009412177	0.021303905	0.375984753	0.811594463	-0.194382796	0.935305666	0.508957528	0.08498896	0.116936249	0.515368715	732611128.9	734735499.3	934298827	662365046	847823691.7	675116994.3	718919573.6	764047946.1	648744081.1	771587731.3	739594332	776109496.6	686374004.6	806272104.2	753490181.5	738542323.3	20269082.61	27487381.25	32339505.09	20125678.92	18987263.11	27212836.36	25815970.51	18355176.38	4350681.558	6522277.095	4709712.394	3616404.767	4113885.69	14376856.75	8048202.126	3075214.423
Q9A1F1		SPy_0309	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0309 PE=4 SV=1				54	10	197	22.3	5.17				HD	PF01966	CHP00488;HD/PDEase_dom;HD_domain	IPR003607;IPR005249;IPR006674					-	0.029949979	-0.061640131	0.33682114	0.020243505	0.361032735	0.922834119	0.081343623	-0.189585144	-0.502621897	0.089542591	-0.212858719	0.127762621	0.996825293	-0.203880792	NA	0.695295571	2.433407508	-3.043437121	0.983674795	0.994562685	NA	NA	-0.624630117	-1.237731719	NA	0.062414045	0.08974952	NA	41503196.25	75400345.11	77392537.43	75379716.65	40722077.42	55705996.17	32142537.89	45763532.79	73481044.08	60202870.73	59982120.33	75440788.96	71514416.78	65671783.58	57336629.23	65435003.44	104350.4935	962493.2351	430608.1473	967576.0123	502992.9358	1285192.723	415708.6267	1187597.45	1401273.754	1199296.987	1517575.158	1188991.797	1117607.989	1533546.87	77336.98922	826164.5839
Q99XV4		SPy_2006	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_2006 PE=4 SV=1				79	59	825	92.6	6.32				Strep_his_triad	PF04270	His_triad_protein;PhtA_dom_sf;Strep_his_triad_rpt	IPR006270;IPR023832;IPR037228					-	-0.671351582	2.025433379	1.520857174	0.872501347	0.13527452	0.818658714	0.936860079	0.558788771	0.031321509	0.150708377	0.058874305	0.136414501	0.996825293	0.199923241	1.284847326	3.622053525	3.131421446	3.050553456	0.002766374	0.008059817	2.772218938	3.133813262	2.412275527	3.287051751	2.808686282	6.95E-05	0.000417432	2.910456706	2767812764	2177135484	4603528194	1370497283	2095129952	4450456742	3277940475	2572669173	6775125520	10699344116	9520869924	9220783420	6753545422	8335792970	9110061687	9254338178	789096832.9	1569122593	3465522093	335547872.3	429216324.2	2740882658	2737273013	792866499.1	1266769181	9991845813	7090271608	1250952528	1147622394	8998070217	8915728643	1383579163
Q99ZZ0	mutX	SPy_1010	Putative 7,8-dihydro-8-oxoguanine-triphosphatase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=mutX PE=4 SV=1				69	11	158	18.4	4.7	DNA repair	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity		NUDIX	PF00293	Mutator_MutX_prot;NUDIX_hydrolase_CS;NUDIX_hydrolase_dom;NUDIX_hydrolase-like_dom_sf	IPR000086;IPR003562;IPR015797;IPR020084					-	0.208072585	0.200732944	0.132779867	0.348163653	0.007995248	0.358313422	0.222437262	0.07287085	-0.051868919	0.062134215	0.037099727	0.470370676	0.996825293	0.030058968	0.534595737	0.004758441	0.056580657	-0.05818813	0.361674551	0.451824884	0.134436676	-0.084680578	-0.030775205	0.744589867	-0.126225726	0.548677505	0.603939987	0.12572709	190602359.7	237468390.9	271745148.1	249993269	140438070.6	174377651.9	136485946.5	138620547.8	241914459.6	315665632.5	326900727.6	366780837.6	216137633.2	298987782.7	251698684.8	275991130.9	9630558.345	9336530.984	10505566.21	7346249.14	8228631.301	9360790.011	10954596.65	8567049.332	8504179.478	8241895.418	8046242.545	8783822.039	6854401.347	10826768.16	11120966.57	8300374.167
Q9A0J2	atpB	M5005_Spy0576;SPy_0755	ATP synthase subunit a OS=Streptococcus pyogenes serotype M1 OX=301447 GN=atpB PE=3 SV=1	ATP synthase subunit a {ECO:0000255|HAMAP-Rule:MF_01393}			17	3	238	26.9	7.99	ATP synthesis coupled proton transport	proton-transporting ATP synthase activity, rotational mechanism	integral component of membrane;plasma membrane;proton-transporting ATP synthase complex, coupling factor F(o)	ATP-synt_A	PF00119	ATP_synth_F0_asu;ATP_synth_F0_asu_AS;F0_ATP_A_sf	IPR000568;IPR023011;IPR035908			 it plays a directrole in the translocation of protons across the membrane;Key component of the proton channel	 Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01393}.;Cell membrane {ECO:0000255|HAMAP-Rule:MF_01393}	-	-0.276831909	0.033024891	-0.144379086	0.142039665	0.501204033	0.930974226	-0.06153661	-0.240897905	0.253685691	-0.276996482	0.093210176	0.726159611	0.996825293	-0.04274963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41183448.57	34483713.06	41088550.29	35647151.82	39356713.57	34918081.48	36928874.79	38949136.38	30060621.41	24698883.11	36733760.91	28025553.68	30113955.76	22841320.71	25032953.69	21608880.88	NA	NA	NA	NA	53453.00199	122844.8451	102031.1049	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C0B4	arcA	M5005_Spy1275;SPy_1547	Arginine deiminase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=arcA PE=3 SV=2	Arginine deiminase	DI	 OrderedLocusNames=SPy_1547;sagP	78	29	411	46.3	5.08	arginine catabolic process to ornithine	arginine deiminase activity	cytoplasm			Arg_deiminase;DDAH/AD	IPR003876;IPR033199		3.5.3.6		Cytoplasm {ECO:0000305}.	-	-2.153159403	3.212887855	-3.619217947	3.838491985	0.852525869	0.998860838	0.319750623	-5.29907158	2.794368368	-3.023690674	3.183700166	0.761240288	0.996825293	-0.58617343	-1.615772855	2.534925469	-0.968155909	1.95045274	0.616749335	0.686001242	0.475362361	0.099554519	1.378893629	-0.691093614	0.283350687	0.508955607	0.565095848	0.267676305	4180169487	330498695.1	11744991674	348785377.1	4924879178	274691410	4051040416	319209244.2	11034322312	312231701.2	3532081826	289060140.1	3082301099	387160933	3023509776	293918493.4	72083488.61	86514303.06	92339849.95	8483241.94	108268460.2	54620659.78	79335710.64	15907930.46	69411422.29	29889242.72	76970803.18	18072914.86	69355772.46	24395474.07	60206943.41	15648149.77
Q99ZX3		SPy_1033	Lipoate--protein ligase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1033 PE=4 SV=1	Lipoate--protein ligase {ECO:0000256|SAAS:SAAS00603724}			74	21	329	37.5	5.5	protein lipoylation	ATP binding;ligase activity		BPL_LplA_LipB;Lip_prot_lig_C	PF03099;PF10437	BPL_LPL_catalytic;Lipoate_protein_ligase_C;LipoylTrfase_LipoateP_Ligase	IPR004143;IPR004562;IPR019491		6.3.1.20			-	0.003045922	-0.023884476	-0.001899955	0.017630924	0.962378634	0.998860838	-0.001276896	-0.022666261	0.073021219	-0.083094649	0.013804941	0.912118834	0.996825293	-0.004733688	0.629574807	0.829338798	0.829338798	0.421799477	0.002498067	0.007538969	0.67751297	0.863549457	1.049720363	0.82056883	1.562903065	0.002498494	0.006287328	1.074185428	2422028996	2649990688	2595131645	2503770104	2469958582	2649472077	2320338854	2872807498	2487275503	2658692387	2876366055	2466741376	2475044818	2497549985	2579411441	2319210876	40095526.46	47165107.37	54621053.66	22711146.28	36085878.99	53408025.93	49399150.62	41912487.12	30355407.83	32263652.23	39532398.93	15639375.07	21194274.57	37073484.24	29515856.18	9699597.933
P66555	rpsC	M5005_Spy0050;SPy_0056	30S ribosomal protein S3 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rpsC PE=3 SV=1	30S ribosomal protein S3 {ECO:0000255|HAMAP-Rule:MF_01309}			70	18	217	24.1	9.64	translation	mRNA binding;rRNA binding;structural constituent of ribosome	small ribosomal subunit	KH_2;Ribosomal_S3_C	PF00189;PF07650	KH_dom;KH_dom_type_2;KH_dom-like_a/b;KH_sf_prok-type;Ribosomal_S3_bac;Ribosomal_S3_C;Ribosomal_S3_C_sf;Ribosomal_S3_CS	IPR001351;IPR004044;IPR004087;IPR005704;IPR009019;IPR015946;IPR018280;IPR036419			Binds the lower part of the 30S subunit head. Binds mRNAin the 70S ribosome, positioning it for translation		RBP	0.105421835	0.054436942	0.079512723	0.06131829	0.044947723	0.667286411	0.075172447	0.145423601	0.136561236	0.101881924	0.111993853	0.014248853	0.620110097	0.123965153	3.497386271	3.386401473	3.553214792	3.800938091	2.21E-06	0.000206812	3.559485157	4.417888718	4.359450688	4.284282	4.73421975	1.80E-06	7.78E-05	4.448960289	10379156771	10001239520	10702051687	7974423395	10660376878	10034838229	10127532330	9764340248	7388893862	6985234810	7629176356	5415311189	7237565750	6592033013	7885995665	5338191664	239852078.7	2416635908	2492463794	170325857.2	245414670.6	2072266291	2274512133	180454439.3	178805208.9	2675070675	2725257419	75489935.71	197377572.4	2706235207	3112223463	77436849.59
P65938	pyrH	M5005_Spy0377;SPy_0462	Uridylate kinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pyrH PE=1 SV=1	Uridylate kinase {ECO:0000255|HAMAP-Rule:MF_01220}	K {ECO:0000255|HAMAP-Rule:MF_01220}		63	10	242	25.9	5.33	'de novo' CTP biosynthetic process	ATP binding;UMP kinase activity	cytoplasm	AA_kinase	PF00696	AceGlu_kinase-like_sf;Asp/Glu/Uridylate_kinase;Uridylate_kinase;Uridylate_kinase_bac	IPR001048;IPR011817;IPR015963;IPR036393	1Z9D	2.7.4.22	Catalyzes the reversible phosphorylation of UMP to UDP	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01220}.	-	2.52E-05	0.079233403	0.02926234	-0.058810782	0.738403069	0.986722081	0.012427551	0.309065572	0.042245926	0.132885913	-0.01231237	0.149582244	0.996825293	0.11797126	0.500565232	0.887357528	1.199378372	1.055203105	0.002685624	0.007879077	0.910626059	0.778005559	0.885215777	0.334471979	1.280580894	0.010085638	0.01948362	0.819568552	600193950.1	647759354.7	697529905.3	639241676.1	594501853.3	630787369.2	509587840	618863949.1	511988376.8	555074328.4	603991402.6	545462238.2	463558541.9	527982707.6	530297722.6	468301580	14100442.02	14490108.65	17818994.36	7820044.435	8691926.657	16857238.59	14635399.97	7690990.513	6452856.632	7925778.482	8454160.585	3520100.728	6240489.794	9551799.404	9776541.695	1600054.328
P63793	clpX	M5005_Spy0691;SPy_0885	ATP-dependent Clp protease ATP-binding subunit ClpX OS=Streptococcus pyogenes serotype M1 OX=301447 GN=clpX PE=3 SV=1	ATP-dependent Clp protease ATP-binding subunit ClpX {ECO:0000255|HAMAP-Rule:MF_00175}			71	29	409	45	4.96	protein folding	ATP binding;protein dimerization activity;unfolded protein binding;zinc ion binding		AAA_2;ClpB_D2-small;zf-C4_ClpX	PF06689;PF07724;PF10431	AAA+_ATPase;ATPase_AAA_core;Clp_ATPase_C;Clp_protease_ATP-bd_su_ClpX;P-loop_NTPase;Znf_CppX_C4;Znf_CppX_C4_sf	IPR003593;IPR003959;IPR004487;IPR010603;IPR019489;IPR027417;IPR038366			ATP-dependent specificity component of the Clp protease.It directs the protease to specific substrates. Can performchaperone functions in the absence of ClpP.		-	0.039240754	0.024119875	0.03549236	-0.007847781	0.43094865	0.930974226	0.022751302	-0.015339251	-0.006213235	0.108176099	-0.052125749	0.845232704	0.996825293	0.008624466	0.123446221	0.004758441	0.176818355	-0.01264697	0.381349023	0.472895254	0.073094012	0.155025361	-0.047434819	-0.082775893	0.145018295	0.676703896	0.724025847	0.042458236	2198582468	2876455590	2338953238	2710333156	2253401772	2958480469	2051861272	3075987379	1387699149	2048085733	1449770124	1923486825	1442915640	2008629666	1404317499	1824831380	143954964.5	97868872.11	165935588.8	92671974.93	109598847.6	87600087.54	173572440.8	108839717.4	155365784.8	26079329.34	248377686.5	28452800.19	145585734.6	24050335.28	159686980.6	32581061.13
Q9A1U7	adcR	SPy_0092	Putative repressor protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=adcR PE=4 SV=1				63	9	147	16.5	6.01		DNA-binding transcription factor activity		MarR	PF01047	ArsR-like_HTH;HTH_MarR-typ;WH_DNA-bd_sf;WH-like_DNA-bd_sf	IPR000835;IPR011991;IPR036388;IPR036390					-	-0.587376297	0.534458288	0.007368264	0.274337228	0.796600979	0.991325662	0.057196871	-0.026994142	-0.079008283	-0.234717187	-0.094365954	0.083066493	0.957709513	-0.108771392	0.020348556	4.526963326	1.254490062	1.824308385	0.075189002	0.121735579	1.906527582	1.532529717	1.084949753	1.025310992	1.369154955	0.00051284	0.001783284	1.252986354	558121890.4	363626439.9	615433339.5	332499688.8	467079678.1	439063142.5	431142367.9	399274795.5	731244509.9	692041782.3	740725942	719928141.7	721657912	654070462.7	784687285.5	734565367.9	7054027.928	6245347.024	118028743.5	1096660.84	12597388.13	16366577.32	115841484.7	7640908.325	10150729.83	25749193.09	22247972.42	8210075.055	12730046.42	17499231.46	113682893.2	2618800.084
Q99ZY8		SPy_1012	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1012 PE=4 SV=1				44	15	415	47.7	4.5				TPR_8	PF13181	TPR_repeat;TPR-contain_dom;TPR-like_helical_dom_sf	IPR011990;IPR013026;IPR019734					-	0.003045922	0.110777559	-0.146251031	0.020243505	0.955920901	0.998860838	-0.003046011	-0.150034218	0.081326411	-0.068381145	0.116582385	0.936892851	0.996825293	-0.005126642	1.188979541	0.624561785	-0.116639935	0.799541125	0.05791622	0.098317454	0.624110629	0.918203972	0.641219178	0.130822894	-2.404340054	0.796804929	0.836153321	-0.178523503	628353162.5	2849870952	609421768.7	2397713083	721209830.9	3038702451	606004219.4	2918171301	557035875.3	1782548380	566655140.6	1486623980	656954104.3	1468811013	570686444.7	1377077439	5310843.955	230445239.8	13266497.06	42351650.58	9544652.598	174460628.4	14875212.72	41113456.74	3074011.901	266958095.7	13147171.67	34229844.96	4832362.13	268958646	2146703.283	29154931.06
Q99YB6		SPy_1779	Putative aminotransferase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1779 PE=4 SV=1				64	20	404	45.2	5.44	biosynthetic process	pyridoxal phosphate binding;transaminase activity		Aminotran_1_2	PF00155	Aminotransferase_I/II;PyrdxlP-dep_Trfase;PyrdxlP-dep_Trfase_dom1;PyrdxlP-dep_Trfase_major	IPR004839;IPR015421;IPR015422;IPR015424					-	0.028439133	-0.032936127	-0.011342395	0.045944131	0.807087273	0.993338182	0.007526186	-0.010034648	0.013628374	-0.106128328	0.108176099	0.977704492	0.996825293	0.001410374	0.060411968	-0.028816577	0.167632082	-0.02644646	0.594047825	0.669596076	0.043195254	0.177805076	-0.201834587	0.359647537	0.18335816	0.36469144	0.41890233	0.129744047	1407079778	1379840903	1403255297	1270583541	1349753083	1281435775	1269990289	1505683516	1751458360	1761806158	1626091044	1459954522	1671994556	1618753509	1691591926	1579720474	28379729.14	28601207.65	25495052.24	25347981.31	38449273.35	35786809.22	28862001.09	36522368.91	11344764.85	14558051.02	8858852.945	10253038.34	10450693.09	17878249.97	9867996.455	7370931.068
Q9A1C9	snf	SPy_0342	Putative SNF helicase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=snf PE=4 SV=1				28	28	1032	118.8	6.4		ATP binding;helicase activity;zinc ion binding		Helicase_C;SNF2_assoc;SNF2_N;SWIM	PF00176;PF00271;PF04434;PF08455	Helicase_ATP-bd;Helicase_C;Helicase_SWF/SNF/SWI_bac;P-loop_NTPase;SNF2_N;SNF2-like_sf;Znf_SWIM	IPR000330;IPR001650;IPR007527;IPR013663;IPR014001;IPR027417;IPR038718					-	0.058057905	-0.08595881	-0.087584846	-0.048666483	0.34220615	0.908509282	-0.041038058	-0.033802046	0.084108646	-0.001220122	-0.006526221	0.78402824	0.996825293	0.010640064	0.612329274	0.339714269	0.983518346	0.608267847	0.007048835	0.016989556	0.635957434	3.051494681	0.75031203	1.832108162	1.337082874	0.013518568	0.025040446	1.742749437	448730237.6	526394015.7	535650804.3	562664532.9	429593934.3	452095225.5	364210746.6	475785492.7	718732647.9	733116183.6	481030538.7	481900610.3	746716343	795558326.9	689324179.9	681914067.1	19231644.74	31322816.98	38321097.13	21755741.39	13724829.3	31954044.52	28916138.48	20855602.4	2949568.536	24627916.16	12308008.84	1460319.061	5776065.215	33008651.64	25872827.15	6487558.179
Q99ZM6	rnhB	M5005_Spy0883;SPy_1162	Ribonuclease HII OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rnhB PE=3 SV=1	Ribonuclease HII {ECO:0000255|HAMAP-Rule:MF_00052}	Nase HII {ECO:0000255|HAMAP-Rule:MF_00052}		16	4	263	28.7	8.07	RNA catabolic process	manganese ion binding;RNA binding;RNA-DNA hybrid ribonuclease activity	cytoplasm	RNase_HII	PF01351	RNase_HII;RNase_HII/HIII;RNase_HII/HIII_dom;RNaseH_sf;RNaseH-like_sf	IPR001352;IPR012337;IPR022898;IPR024567;IPR036397		3.1.26.4	Endonuclease that specifically degrades the RNA of RNA-DNA hybrids.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00052}.	RBP	-0.030955834	-0.342036866	-0.353563472	-0.983511903	0.068251047	0.742147312	-0.427517019	-0.286113438	0.328685288	NA	-5.971410013	0.302591366	0.996825293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10982444.35	10352081.78	6372656.789	15712644.77	6989764.202	5365478.225	4778263.854	19720045.59	5476817.835	6530345.154	6552658.545	8891324.902	2120366.829	3342290.121	NA	9689807.539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256671.4241	NA	NA	NA	292208.7584
Q7DAL5	holA	SPy_1407	DNA polymerase III delta subunit OS=Streptococcus pyogenes serotype M1 OX=301447 GN=holA PE=4 SV=1				39	10	346	39.4	6.61	DNA replication	DNA binding;DNA-directed DNA polymerase activity	DNA polymerase III complex	DNA_pol3_delta	PF06144	DNA_pol3_clamp-load_cplx_C;DNA_pol3_delta_N;DNA_polIII_delta;P-loop_NTPase	IPR005790;IPR008921;IPR010372;IPR027417					-	-0.02372452	0.085071511	-0.059846847	0.106184571	0.560620557	0.938770035	0.026921179	0.331354204	-0.220194899	0.038775881	-0.006526221	0.740269584	0.996825293	0.035852241	0.102575753	0.260351409	-0.284939202	0.842629523	0.329094837	0.420482326	0.230154371	1.085452032	0.827692627	0.981800074	0.976586397	0.000354822	0.001350442	0.967882782	87536420.09	83816750.11	84327410.24	66794439.58	87781683.79	64758188.21	83114722.11	87897780.9	58392348.01	65300698.91	69957676.13	63176205.05	65733794.14	71833246.21	62538188.31	62481697.91	411789.151	283024.0757	239300.18	169564.7499	478503.3105	213971.9589	844545.6369	886976.9502	352238.0686	248160.7049	1094700.865	158933.5031	527894.0165	218746.094	914340.4051	103265.6292
Q99YN3		SPy_1621	Putative two-component response regulator OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1621 PE=4 SV=1				64	13	213	23.7	5.63	phosphorelay signal transduction system;regulation of transcription, DNA-templated	DNA binding		GerE;Response_reg	PF00072;PF00196	CheY-like_superfamily;Sig_transdc_resp-reg_C-effctor;Sig_transdc_resp-reg_receiver;Tscrpt_reg_LuxR_C	IPR000792;IPR001789;IPR011006;IPR016032					-	0.096934374	-0.098043849	0.188368776	-0.114994625	0.80452063	0.993338182	0.018066169	-0.003742445	-0.014199352	0.022986739	0.017399582	0.860924791	0.996825293	0.005611131	1.047334188	0.68928928	0.811275628	0.770628451	0.000662056	0.002592798	0.829631887	1.746392892	1.986992478	1.538587176	2.656848782	0.000714469	0.002335763	1.982205332	525857204	512866053.8	597756863.6	488466500.8	522036061.7	514079869.6	519643358.8	560842599	360778131.4	358826672.8	368668953.3	323044990.1	379707959.2	376764601.8	395389186.5	370498406.5	4579573.116	11508103.09	9933045.381	4428966.442	5848319.265	9626056.275	9830679.5	5357155.841	1948735.677	6545603.209	5697926.586	420040.9338	1805910.878	6387287.379	5227566.67	221162.9531
Q99XJ8		SPy_2173	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_2173 PE=4 SV=1				11	2	195	21.1	5.97			integral component of membrane	DUF1700	PF08006	DUF1700	IPR012963					-	-6.658935345	-0.140669607	1.797758403	5.909740226	0.924427429	0.998860838	0.226973419	-6.067628507	1.509184903	-5.857196719	5.542755119	0.64293235	0.996825293	-1.218221301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28598735.87	NA	38718334.96	5308940.848	41940003.06	194035952.8	38231321.71	NA	14667834	NA	28725322.58	1901301.86	20261405.48	NA	22935080.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
