locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS05200	SPy_1242	pstB	P63378	WP_002984509.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;ABC_transpr_PstB;P-loop_NTPase;Phosp_transpt1"	-	-0.062322599	0.40709183	0.126381679	-0.01315408	0.114499208	0.353603509	0.446378042	-	No	phosphate ABC transporter ATP-binding protein PstB	COG1117	1TP1M	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05205	SPy_1243	pstA	Q99ZG3	WP_010922358.1	BPD_transp_1	BPD_transp_1	"MetI-like;Phosphate_PstA"	-	-	-	-	-	-	-	-	-	No	phosphate ABC transporter permease PstA	COG0581	1TP74	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05210	SPy_1244	pstC	Q99ZG2	WP_010922359.1	BPD_transp_1	BPD_transp_1	"MetI-like;Phosphate_PstC"	-	0.254841064	-6.657235869	-6.624556787	6.628777034	-1.59954364	0.584634444	0.662533246	-	No	phosphate ABC transporter permease subunit PstC	COG0573	1TSPP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05215	SPy_1245	pstS	Q99ZG1	WP_002993896.1	PBP_like_2	PBP_like_2	"PBP_domain;Phos-bd"	-	3.460664905	4.110275592	3.817671092	3.416593954	3.701301386	0.0000118	0.000255907	-	No	phosphate ABC transporter substrate-binding protein PstS family protein	COG0226	1TQ5X	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05220	SPy_1246	rsmF	Q99ZG0	WP_011054532.1	"Nol1_Nop2_Fmu;Nol1_Nop2_Fmu_2"	Methyltr_RsmB-F,Methyltr_RsmF_N,Methyltranf_PUA,RsmF_methylt_CI	"MeTrfase_RsmB/NOP2;RCMT;rRNA_MeTrfase_F_C;SAM-dependent_MTases"	-	-0.006928389	0.26540846	-0.181301221	0.091364637	0.042135872	0.698955028	0.76134558	-	No	RsmF rRNA methyltransferase first C-terminal domain-containing protein	COG0144	1TPGQ	RBP	no_RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS05225	SPy_1247	suhB	Q99ZF9	WP_010922361.1	Inositol_P	Inositol_P	Inositol_monophosphatase	-	1.993086541	0.159716482	1.425987373	0.728897304	1.076921925	0.033576301	0.061862682	59P	No	inositol monophosphatase family protein	COG0483	1TR4E	RBP	RBP	no_RBP	RBP	no_RBP	no_RBP
SPY_RS05230	SPy_1248	yktA	P67363	WP_002984497.1	UPF0223	UPF0223	"BH2638-like_dom;UPF0223"	-	-	-	-	-	-	-	-	-	No	UPF0223 family protein	COG4476	1VEK8	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05235	SPy_1249	spxA	P60381	WP_010922362.1	ArsC	ArsC	"Arsenate_reductase-like;Spx;Thioredoxin-like_fold;Tscrpt_reg_Spx/MgsR"	-	-	-	-	-	-	-	-	-	No	Spx/MgsR family RNA polymerase-binding regulatory protein	COG1393	1V3QC	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05240	SPy_1250	ribF	Q99ZF6	WP_002989679.1	"FAD_syn;Flavokinase"	FAD_syn,Flavokinase	"FAD_synthase;Riboflavin_kinase;Riboflavin_kinase_bac;Riboflavin_kinase_bac/euk;Riboflavin_kinase_domain;Rossmann-like_a/b/a_fold"	-	0.608469913	-0.255439088	0.629574807	-0.156940163	0.206416367	0.384219908	0.475056039	-	No	bifunctional riboflavin kinase/FAD synthetase	COG0196	1TPKS	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05245	SPy_1251	truB	P65858	WP_002989678.1	TruB_N	TruB-C_2,TruB_C_2,TruB_N	"PsdUridine_synth;PsdUridine_synth_cat_dom;tRNA_psdUridine_synth_TruB"	RNA modification	5.681530777	4.736950086	5.944841649	3.960760055	5.081020642	0.00015542	0.000896324	"11E; 21F; 32I"	No	tRNA pseudouridine(55) synthase TruB	COG0130	1TP9Y	RBP	RBP	RBP	RBP	no_RBP	no_RBP
SPY_RS05250	SPy_1252	SPy_1252	Q99ZF4	WP_010922363.1	DUF2130	DUF2130	DUF2130	-	0.176818355	0.244727841	0.009785285	0.412292559	0.21090601	0.088220042	0.138069285	-	No	DUF2130 domain-containing protein	COG4487	1TRKQ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05255	SPy_1253	yqjA	Q99ZF3	WP_002989673.1	"DUF939;DUF939_C"	ArAE_1,ArAE_1_C	"DUF939;DUF939_C"	-	-	-	-	-	-	-	-	-	No	aromatic acid exporter family protein	COG4129	1TP2T	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05260	SPy_1254	hsdS2	Q99ZF2	WP_010922364.1	Methylase_S	Methylase_S	"HsdS_prd;Restrct_endonuc_typeI_HsdS"	-	-6.658935345	-	-	6.628777034	-	0.997612454	0.999665028	24C	No	restriction endonuclease subunit S	COG0732	1VQES	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05265	SPy_1255	SPy_1255	Q99ZF1	WP_010922365.1	"FtsX;MacB_PCD"	FtsX,MacB_PCD	"ABC_permease_dom;MacB_PCD"	-	-	6.628777034	-	6.628777034	-	0.000200168	0.001037529	-	No	FtsX-like permease family protein	COG0577	1TPHU	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05270	SPy_1257	SPy_1257	Q99ZF0	WP_010922366.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	ABC transporter ATP-binding protein	COG1136	1TQC9	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05275	SPy_1258	tetR	Q99ZE9	WP_002984482.1	TetR_N	TetR_C_8,TetR_N	"Homeodomain-like;HTH_TetR;Tet_transcr_reg_TetR-like_C"	-	-	-	-	-	-	-	-	-	No	TetR/AcrR family transcriptional regulator	COG1309	1V7P9	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05280	SPy_1259	SPy_1259	Q99ZE8	WP_010922367.1	"GntR;TrkA_C"	GntR,TrkA_C	"RCK_C;Tscrpt_reg_HTH_GntR;WHTH_DNA-bd_dom"	-	1.959245406	1.282541814	2.123402674	1.064560474	1.607437592	0.001775757	0.005750721	48S	Yes	GntR family transcriptional regulator	COG0490	1V893	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05285	SPy_1260	SPy_1260	Q99ZE7	WP_002994467.1	Asp23	Asp23	Asp23	-	-0.126868444	0.251960946	0.332866983	0.471602983	0.232390617	0.13569747	0.199054477	-	No	Asp23/Gls24 family envelope stress response protein	COG1302	COG1302	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05290	SPy_1261	SPy_1261	Q99ZE6	WP_002984476.1	CsbD	CsbD	CsbD	-	-	-	-	-	-	-	-	-	No	CsbD family protein	COG3237	COG3237	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05295	SPy_1262	asp1	Q99ZE5	WP_002984475.1	Asp23	Asp23	Asp23	-	0.352841189	0.602993323	0.513693021	0.607336707	0.51921606	0.002668638	0.00785662	10S	No	Asp23/Gls24 family envelope stress response protein	COG1302	1V8FM	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05300	SPy_1263	SPy_1263	Q99ZE4	WP_002984473.1	DUF2273	DUF2273	DUF2273	-	-	-	-	-	-	-	-	-	No	DUF2273 domain-containing protein	COG5547	COG5547	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05305	SPy_1264	amaP	Q99ZE3	WP_011285553.1	-	-	-	-	0.853916234	-1.619090618	-0.606216078	-0.874420572	-0.561452758	0.271902031	0.360537811	-	No	alkaline shock response membrane anchor protein AmaP	33752	1VK2R	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05310	SPy_1265	ytgB	Q99ZE2	WP_002984469.1	Transgly_assoc	Transgly_assoc	Transgly_assoc	-	-	-	-	-	-	-	-	-	No	GlsB/YeaQ/YmgE family stress response membrane protein	COG2261	1VENK	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05315	SPy_1267	pcrA	Q99ZE1	WP_002989648.1	"UvrD-helicase;UvrD_C"	UvrD-helicase,UvrD_C	"ATP-dep_DNA_helicase_PcrA;DExx_box_DNA_helicase_dom;DNA_helicase_UvrD-like_C;DNA_helicase_UvrD/REP;P-loop_NTPase;UvrD-like_ATP-bd"	-	0.995214606	0.624400569	0.448263887	0.632852736	0.675182949	0.003846932	0.010415167	-	No	DNA helicase PcrA	COG0210	1TPSU	RBP	RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05320	SPy_1270	agcS	Q99ZE0	WP_011285555.1	Na_Ala_symp	Na_Ala_symp	Na/Ala_symport	-	0.582848901	1.702022663	0.893007595	1.296434898	1.118578514	0.005865244	0.014567951	-	No	sodium:alanine symporter family protein	COG1115	1TNZP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05325	SPy_1272	yeaB	Q99ZD9	WP_010922370.1	Cation_efflux	Cation_efflux,ZT_dimer	"Cation_efflux;Cation_efflux_CTD;Cation_efflux_TMD"	-	-	-	-	-	-	-	-	-	No	cation diffusion facilitator family transporter	COG0053	1TSGY	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05330	SPy_1273	cfa	Q99ZD8	WP_011285556.1	CAMP_factor	Big_2,CAMP_factor	CAMP_factor	-	-0.516634664	-0.315826096	-0.448493426	-2.574876034	-0.963957555	0.101809733	0.155861445	-	No	CAMP factor pore-forming toxin Cfa	COG5492	1V1A9	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_homolog
SPY_RS05335	SPy_1274	SPy_1274	Q99ZD7	WP_010922372.1	-	SBP_bac_3	Solute-binding_3/MltF_N	-	2.796055419	3.288829163	2.806521555	2.612101159	2.875876824	0.0000225	0.000320776	-	No	amino acid ABC transporter substrate-binding protein	COG0834	1TQNR	RBP	RBP	no_RBP	no_RBP	RBP	no_homolog
SPY_RS05340	SPy_1275	glnQ	Q99ZD6	WP_002984457.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	0.373885714	1.578898902	0.022997422	0.767761428	0.685885866	0.07484207	0.121420083	-	No	amino acid ABC transporter ATP-binding protein	COG1126	1UYAZ	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05345	SPy_1276	yecS_2	Q99ZD5	WP_002992417.1	BPD_transp_1	BPD_transp_1	"AA_ABC_transptr_permease_3TM;MetI-like"	-	-	-	-	-	-	-	-	-	No	amino acid ABC transporter permease	COG0765	1V280	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05350	SPy_1277	phnA	Q99ZD4	WP_002989626.1	"PhnA;PhnA_Zn_Ribbon"	PhnA,PhnA_Zn_Ribbon	"PhnA;PhnA_C;PhnA_N"	-	1.022205631	1.44335107	1.778810687	-0.024284406	1.055020746	0.03350092	0.061862682	-	No	zinc ribbon domain-containing protein YjdM	COG2824	1V6NA	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05355	SPy_1280	glmS	Q99ZD3	WP_010922374.1	SIS	GATase_6,SIS	"GATase_2_dom;GlmS_trans;Ntn_hydrolases_N;SIS"	-	0.301892147	0.403022308	0.111707944	0.264922861	0.270386315	0.027960302	0.052904662	-	No	glutamine--fructose-6-phosphate transaminase (isomerizing)	COG0449	1TPGU	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05360	SPy_1281	lepB	Q99ZD2	WP_002984449.1	"Peptidase_S24;Peptidase_S26"	Peptidase_S24,Peptidase_S26	"Pept_S26A_signal_pept_1;Peptidase_S24/S26_b-rbn;Peptidase_S24_S26;Peptidase_S24_S26A/B/C;Peptidase_S26"	-	1.259154713	1.300602151	1.670269192	1.477921867	1.426986981	0.000115556	0.000766128	-	No	signal peptidase I	COG0681	1V2BJ	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05365	SPy_1282	pyk	Q99ZD1	WP_002984447.1	"PK;PK_C"	PEP-utilizers,PK,PK_C	"Pyr_Knase;Pyrv/PenolPyrv_Kinase-like_dom;Pyrv_Knase-like_insert_dom;Pyrv_Knase_a/b;Pyrv_Knase_brl;Pyrv_Knase_C;Pyrv_Knase_insert_dom"	-	0.0381626	0.10299429	0.118872478	0.016389227	0.069104649	0.359465216	0.451745838	-	No	pyruvate kinase	COG0469	1TPGG	no_RBP	RBP	RBP	no_RBP	no_RBP	RBP
SPY_RS05370	SPy_1283	pfkA	Q99ZD0	WP_010922375.1	PFK	PFK	"ATP_PFK;ATP_PFK_prok-type;PFKA_ATP_prok;Phosphofructokinase_CS;Phosphofructokinase_dom"	-	0.653500255	0.853151339	0.736983471	0.918576268	0.790552833	0.000502586	0.002094939	"9S; 10G"	No	6-phosphofructokinase	COG0205	1TPF4	no_RBP	no_RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS05375	SPy_1284	dnaE	P0C0F3	WP_010922376.1	"DNA_pol3_alpha;HHH_6;PHP;tRNA_anti-codon"	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon	"DNA_pol3_alpha;DNAPol_HHH;NA-bd_OB-fold;NA-bd_OB_tRNA;PHP_C;Pol/His_phosphatase_N;Pol/histidinol_Pase-like;PolC_alpha"	-	0.932483226	-0.0000123	0.068197714	-4.661157357	-0.915122177	0.440934392	0.528870026	-	No	DNA polymerase III subunit alpha	COG0587	1TPYG	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05380	SPy_1285	lexA	Q99ZC9	WP_010922377.1	GntR	GntR	"Tscrpt_reg_HTH_GntR;WHTH_DNA-bd_dom"	-	2.136747506	-1.200931966	-0.24606314	0.48583662	0.293897255	0.649298733	0.714746065	-	No	GntR family transcriptional regulator	COG1725	1VA2B	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05385	SPy_1286	SPy_1286	Q99ZC8	WP_002984437.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;P-loop_NTPase"	-	0.347110327	0.457669568	0.729350845	0.678075055	0.553051449	0.004563257	0.011822345	68P	No	ABC transporter ATP-binding protein	COG1131	1TPUP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05390	SPy_1287	SPy_1287	Q99ZC7	WP_010922378.1	-	-	-	-	-0.001339744	-0.178024052	0.178202468	-0.608462641	-0.152405992	0.383005442	0.474250856	-	No	hypothetical protein	COG1131	1VF25	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05395	SPy_1288	ydjZ	Q99ZC6	WP_011285558.1	-	SNARE_assoc	-	-	-	-	-	-	-	-	-	-	No	TVP38/TMEM64 family protein	COG0398	1V9B9	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_homolog
SPY_RS05405	SPy_1290	SPy_1290	Q99ZC4	WP_002989605.1	DUF3862	DUF3862	DUF3862	-	1.575069235	0.814478893	1.976080214	0.310244846	1.168968297	0.02090109	0.041506409	-	No	DUF3862 domain-containing protein	32RV1	1VGN9	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05410	SPy_1291	glgP	Q99ZC3	WP_010922381.1	Phosphorylase	Phosphorylase	"Glycg_phsphrylas;Glyco_trans_35"	-	-	-	-	-	-	-	-	-	No	glycogen/starch/alpha-glucan family phosphorylase	COG0058	1TQAJ	no_RBP	no_RBP	RBP	no_RBP	no_RBP	no_homolog
SPY_RS05415	SPy_1292	malQ	Q99ZC2	WP_002992582.1	Glyco_hydro_77	Glyco_hydro_77	"Glyco_hydro_77;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF"	-	-	-	-	-	-	-	-	-	No	4-alpha-glucanotransferase	COG1640	COG1640	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05420	SPy_1293	malR	Q99ZC1	WP_002992583.1	LacI	LacI,Peripla_BP_3	"Lambda_DNA-bd_dom;Peripla_BP_I;Tscrpt_reg_HTH_LacI"	-	1.237893485	0.808994545	0.712416992	0.514516708	0.818455433	0.004184637	0.011010827	-	No	LacI family DNA-binding transcriptional regulator	COG1609	1TPZM	RBP	no_RBP	no_RBP	no_RBP	RBP	RBP
SPY_RS05425	SPy_1294	malX	Q99ZC0	WP_010922382.1	-	SBP_bac_8	-	-	0.673566552	1.262637552	0.853372623	1.146464703	0.984010357	0.001405516	0.004850183	-	No	extracellular solute-binding protein	COG2182	1TPU9	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05430	SPy_1295	malF	Q99ZB9	WP_010922383.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	sugar ABC transporter permease	COG1175	1TR2A	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05435	SPy_1296	malG	Q99ZB8	WP_002984240.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	sugar ABC transporter permease	COG3833	1TRB7	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05440	SPy_1297	SPy_1297	Q99ZB7	WP_024623490.1	LacI	LacI	"Lambda_DNA-bd_dom;Tscrpt_reg_HTH_LacI"	-	-	-	-	-	-	-	-	-	No	LacI family DNA-binding transcriptional regulator	COG1609	1V3FP	RBP	no_RBP	no_RBP	no_RBP	RBP	no_homolog
SPY_RS05445	SPy_1298	malA	Q99ZB6	WP_010922385.1	-	DUF1189	Maltodextrose_util_MalA	-	-	-	-	-	-	-	-	-	No	DUF1189 domain-containing protein	COG5521	1V7S4	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05450	SPy_1299	malD	Q99ZB5	WP_010922386.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	sugar ABC transporter permease	COG3833	1TRB7	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05455	SPy_1301	malC	Q99ZB4	WP_010922387.1	BPD_transp_1	BPD_transp_1	MetI-like	-	-	-	-	-	-	-	-	-	No	sugar ABC transporter permease	COG1175	1TR2A	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05460	SPy_1302	amyA	Q99ZB3	WP_010922388.1	"Alpha-amylase;Alpha-amylase_C;CBM_20;TIG"	Alpha-amylase,Alpha-amylase_C,CBM_20,TIG	"A-amylase_b_C;Alpha_amylase;Carb-bd-like_fold;CBM_fam20;Glyco_hydro_13;Glyco_hydro_13_b;Glyco_hydro_13_cat_dom;Glyco_hydro_13_sub_cat_dom;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF;Ig-like_fold;Ig_E-set;IPT"	-	-	-	-	-	-	-	-	-	No	alpha-amylase AmyA	COG0366	1TSVI	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05465	SPy_1304	SPy_1304	Q99ZB2	WP_010922389.1	"Alpha-amylase;Alpha-amylase_N"	Alpha-amylase,Alpha-amylase_N	"Glyco_hydro_13;Glyco_hydro_13_cat_dom;Glyco_hydro_13_lg-like_dom;Glyco_hydro_13_sub_cat_dom;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF;Ig-like_fold;Ig_E-set"	-	-	-	-	-	-	-	-	-	No	glycoside hydrolase family 13 protein	COG0366	1TNZ0	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05470	SPy_1306	mdxE	Q99ZB1	WP_010922390.1	-	SBP_bac_8	Maltose-bd	-	-0.622130261	1.963558063	-0.485651214	2.669627003	0.881350898	0.283294304	0.372709068	-	No	extracellular solute-binding protein	COG2182	1TPU9	no_RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05475	SPy_1308	SPy_1308	Q99ZB0	WP_002989577.1	Abhydrolase_3	Abhydrolase_3	"AB_hydrolase;AB_hydrolase_3"	-	-0.085229062	0.460987993	-0.344051517	-0.121181101	-0.022368422	0.894234595	0.932996432	-	No	alpha/beta hydrolase	COG0657	1V1HV	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05480	SPy_1309	dltD	Q99ZA9	WP_010922391.1	"DltD_C;DltD_M;DltD_N"	DltD	"DltD_C;DltD_central;DltD_N;LTA_DltD"	-	-0.429251306	1.233930268	-0.003753973	0.932483226	0.433352054	0.264819805	0.353933771	-	No	D-alanyl-lipoteichoic acid biosynthesis protein DltD	COG3966	1TSZU	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS05485	SPy_1310	dltC	P63959	WP_002984216.1	PP-binding	PP-binding	"Acyl_carrier_prot-like;DltC"	-	-0.201457999	0.012546562	-0.128186856	-0.364004263	-0.170275639	0.135223649	0.198705606	-	No	D-alanine--poly(phosphoribitol) ligase subunit DltC	COG0236	1VFQI	no_RBP	RBP	no_RBP	RBP	RBP	no_RBP
SPY_RS05490	SPy_1311	dltB	Q99ZA7	WP_010922392.1	MBOAT	MBOAT	"Ac/AlaTfrase_AlgI/DltB;DltB;MBOAT_fam"	-	-	-	-	-	-	-	-	-	No	D-alanyl-lipoteichoic acid biosynthesis protein DltB	COG1696	1TP52	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05495	SPy_1312	dltA	Q99ZA6	WP_002989572.1	"AMP-binding;AMP-binding_C"	AMP-binding,AMP-binding_C	"AA_adenyl_domain;AMP-bd_C;AMP-binding_CS;AMP-dep_Synth/Lig;DltA"	-	-0.037270843	0.440129894	0.517003737	0.159656362	0.269879788	0.095744739	0.148193144	-	No	D-alanine--poly(phosphoribitol) ligase subunit DltA	COG1020	1TPTH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05505	SPy_1314	uvrB	Q99ZA5	WP_002984194.1	"Helicase_C;ResIII;UVR;UvrB"	Helicase_C,ResIII,UVR,UvrB	"Helicase/UvrB_dom;Helicase_ATP-bd;Helicase_C;P-loop_NTPase;UVR_dom;UvrB;UvrB_YAD/RRR_dom"	-	0.900898286	0.361711841	0.684795107	0.44626607	0.598417826	0.00705344	0.016989556	-	No	excinuclease ABC subunit UvrB	COG0556	1TPKB	RBP	RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS05510	SPy_1315	glnP	Q99ZA4	WP_010922393.1	BPD_transp_1	BPD_transp_1,SBP_bac_3	"AA_ABC_transptr_permease_3TM;MetI-like;Solute-binding_3/MltF_N"	-	1.098427465	1.067024687	1.120446212	1.168988808	1.113721793	0.0000545	0.000520508	-	No	ABC transporter substrate-binding protein/permease	COG0765	1TQUG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05515	SPy_1316	glnQ	Q99ZA3	WP_002984187.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_ATPase_HisP-typ;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	-0.210225209	0.454756356	-0.250760968	0.572834547	0.141651181	0.504570845	0.590067571	-	No	amino acid ABC transporter ATP-binding protein	COG1126	1TNYD	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05525	SPy_1322	SPy_1322	Q99ZA2	WP_002992851.1	DUF3284	DUF3284	DUF3284	-	-	-	-	-	-	-	-	-	No	DUF3284 domain-containing protein	33I6D	1VP8F	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05530	SPy_1323	SPy_1323	Q99ZA1	WP_002992853.1	PTS_IIA	PTS_IIA	PTS_IIA_lac	-	-	-	-	-	-	-	-	-	No	PTS lactose/cellobiose transporter subunit IIA	COG1447	1VEGE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05535	SPy_1324	licB_1	Q99ZA0	WP_010922394.1	PTS_IIB	PTS_IIB	"PTS_EIIB_2/3;PTS_EIIB_3"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIB	COG1440	1VADE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS05540	SPy_1325	SPy_1325	Q99Z99	WP_010922395.1	"HTH_11;Mga;PRD;PTS_EIIA_2;PTS_IIB"	HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB	"HTH_11;Mga_HTH;PRD;PTrfase/Anion_transptr;PTS_EIIA_type-2_dom;PTS_EIIB_2;PTS_EIIB_2/3;WHTH_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	PRD domain-containing protein	COG1762	1TQT1	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05545	SPy_1326	SPy_1326	Q99Z98	WP_010922396.1	DUF871	DUF871	"Aldolase_TIM;Cyclophilin-like_dom;DUF871_prk;Glycoside_hydrolase_SF"	-	-	-	-	-	-	-	-	-	No	DUF871 domain-containing protein	COG3589	1TRIY	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS05550	SPy_1328	gmuD	Q99Z97	WP_010922397.1	Glyco_hydro_1	Glyco_hydro_1	"Glyco_hydro_1;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF"	-	-	-	-	-	-	-	-	-	No	family 1 glycosylhydrolase	COG2723	1TP19	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS05555	SPy_1329	pnuC	Q99Z96	-	NMN_transporter	-	NMN_transpt_PnuC	-	-	-	-	-	-	-	-	-	No	nicotinamide riboside transporter PnuC	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS05560	SPy_1333	obgE	Q99Z94	WP_020750251.1	"DUF1967;GTP1_OBG;MMR_HSR1"	DUF1967,GTP1_OBG,MMR_HSR1	"GTP-bd_Obg/CgtA;GTP-bd_prot_GTP1/OBG_C;GTP1-OBG_CS;GTP1_OBG_dom;GTP_binding_domain;P-loop_NTPase;Small_GTP-bd_dom"	Ribosome biogenesis	3.911136657	3.567753806	3.304761648	3.001216204	3.446217079	0.0000288	0.000362136	"2S; 29Y; 31P; 130R; 131F; 133T; 134P; 408G"	No	GTPase ObgE	COG0536	1TPX7	no_RBP	no_RBP	RBP	RBP	no_RBP	RBP
SPY_RS05570	SPy_1336	SPy_1336	Q99Z93	WP_164875337.1	HTH_21	HTH_21,HTH_28,rve,rve_2	"HTH-like_dom;Integrase_cat-core;RNaseH-like_dom"	-	-	-	-	-	-	-	-	-	No	IS3 family transposase	COG2801	1TQQY	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
